Pos,Juego,Mes,Año,HorasV,HorasT,Streamers,MaxEsp,MaxCan,PromEsp,PromCan
87,Summoners War: Sky Arena,Noviembre,2019,"    884,234 horas","    19,009 horas","    1,124 streamers","    8,738 espectadores",     55 canales,"  1,229 espectadores",    26 canales
59,Super Smash Bros. Melee,Febrero,2020,"  1,839,672 horas","    12,373 horas","    1,817 streamers","   60,594 espectadores",     55 canales,"  2,647 espectadores",    17 canales
83,The Legend of Zelda: Ocarina of Time,Abril,2016,"    338,777 horas","    11,384 horas",      975 streamers,"    9,004 espectadores",     56 canales,NA,    15 canales
58,Star Citizen,Agosto,2016,"    598,197 horas","    10,677 horas","    1,676 streamers","   45,650 espectadores",     56 canales,    805 espectadores,    14 canales
90,Summoners War: Sky Arena,Agosto,2017,"    576,506 horas","    16,969 horas","    1,095 streamers","    3,188 espectadores",     56 canales,    775 espectadores,    22 canales
86,Summoners War: Sky Arena,Marzo,2018,"    713,575 horas","    17,631 horas","    1,226 streamers","    5,257 espectadores",     56 canales,    960 espectadores,    23 canales
69,Chess,Octubre,2018,"  1,129,324 horas","    12,289 horas",      977 streamers,"   12,905 espectadores",     56 canales,"  1,519 espectadores",    16 canales
116,Dofus,Febrero,2019,"    552,366 horas","    13,490 horas","    1,336 streamers","   20,048 espectadores",     56 canales,    823 espectadores,NA
56,Chess,Agosto,2019,"  1,836,115 horas","    15,192 horas","    1,342 streamers","   24,780 espectadores",     56 canales,"  2,471 espectadores",    20 canales
75,Summoners War: Sky Arena,Agosto,2019,"    988,046 horas","    19,276 horas","    1,141 streamers",NA,     56 canales,"  1,329 espectadores",    25 canales
185,Dofus,Agosto,2020,"    573,223 horas","    19,140 horas","    1,249 streamers","    8,892 espectadores",     56 canales,    771 espectadores,    25 canales
176,Summoners War: Sky Arena,Diciembre,2021,"    766,060 horas","    15,135 horas","    1,135 streamers",NA,     56 canales,"  1,031 espectadores",    20 canales
39,Super Smash Bros. Melee,Enero,2017,"  1,971,856 horas","    12,747 horas","    2,374 streamers","  152,438 espectadores",     57 canales,"  2,653 espectadores",    17 canales
73,Tekken 7,Febrero,2018,"    715,326 horas","    22,594 horas","    4,577 streamers",NA,     57 canales,NA,    33 canales
75,Summoners War: Sky Arena,Octubre,2018,"  1,022,545 horas","    18,804 horas","    1,173 streamers","   24,622 espectadores",     57 canales,"  1,376 espectadores",    25 canales
92,Summoners War: Sky Arena,Diciembre,2019,"    896,832 horas","    19,879 horas","    1,260 streamers","    9,619 espectadores",     57 canales,"  1,207 espectadores",NA
186,Super Smash Bros. Melee,Septiembre,2023,"    625,811 horas","    12,695 horas","    1,827 streamers","   33,062 espectadores",     57 canales,    870 espectadores,    17 canales
39,The Legend of Zelda: Ocarina of Time,Enero,2016,"  1,508,712 horas","    12,586 horas","    1,206 streamers","   15,007 espectadores",     58 canales,"  2,030 espectadores",    16 canales
64,Super Smash Bros. Melee,Febrero,2016,"    574,409 horas","    10,540 horas","    1,884 streamers","   37,100 espectadores",     58 canales,    826 espectadores,    15 canales
186,Terraria,Septiembre,2016,"    106,533 horas","    15,679 horas","    3,675 streamers","    1,429 espectadores",     58 canales,    148 espectadores,    21 canales
69,The Legend of Zelda: Ocarina of Time,Noviembre,2016,"    620,001 horas","     9,269 horas",      888 streamers,"    6,961 espectadores",     58 canales,    862 espectadores,    12 canales
91,Stardew Valley,Noviembre,2016,"    413,263 horas","    18,631 horas","    2,788 streamers","   10,882 espectadores",     58 canales,    574 espectadores,    25 canales
38,Super Smash Bros. Melee,Abril,2017,"  1,371,410 horas","    13,162 horas","    1,961 streamers","   43,381 espectadores",     58 canales,"  1,907 espectadores",    18 canales
56,Tekken 7,Octubre,2017,"    977,128 horas","    25,863 horas","    5,336 streamers","   18,422 espectadores",     58 canales,"  1,315 espectadores",    34 canales
54,Super Smash Bros. Melee,Noviembre,2018,"  1,646,162 horas","    13,768 horas","    2,503 streamers","   59,593 espectadores",     58 canales,"  2,289 espectadores",    19 canales
83,Summoners War: Sky Arena,Diciembre,2018,"    953,098 horas","    17,667 horas","    1,337 streamers","    5,112 espectadores",     58 canales,"  1,282 espectadores",    23 canales
69,Chess,Noviembre,2019,"  1,169,957 horas","    14,548 horas","    1,322 streamers","   30,979 espectadores",     58 canales,"  1,627 espectadores",    20 canales
196,Super Smash Bros. Melee,Abril,2020,"    460,678 horas","    13,601 horas","    1,649 streamers","   24,827 espectadores",     58 canales,    640 espectadores,    18 canales
130,Summoners War: Sky Arena,Diciembre,2020,"  1,064,019 horas","    22,105 horas","    1,360 streamers","    8,600 espectadores",     58 canales,"  1,432 espectadores",    29 canales
171,Summoners War: Sky Arena,Agosto,2021,"    901,724 horas","    17,914 horas","    1,146 streamers","    7,781 espectadores",     58 canales,NA,    24 canales
149,Super Smash Bros. Melee,Febrero,2024,"    988,896 horas","    11,940 horas","    1,805 streamers","   55,068 espectadores",     58 canales,"  1,422 espectadores",    17 canales
38,Super Smash Bros. Melee,Mayo,2016,"  1,479,236 horas","    12,490 horas","    2,115 streamers","   68,954 espectadores",     59 canales,NA,    16 canales
189,iRacing,Junio,2016,"     97,359 horas","     7,491 horas",      653 streamers,"    1,042 espectadores",     59 canales,    135 espectadores,    10 canales
33,Super Smash Bros. Melee,Octubre,2016,"  1,915,017 horas","    11,870 horas","    1,943 streamers","   73,990 espectadores",     59 canales,"  2,577 espectadores",NA
73,Summoners War: Sky Arena,Julio,2017,"    752,204 horas","    19,030 horas","    1,228 streamers","    6,659 espectadores",     59 canales,NA,    25 canales
122,Star Citizen,Agosto,2017,"    354,339 horas","     8,339 horas",      896 streamers,"   51,936 espectadores",     59 canales,NA,    11 canales
80,Super Smash Bros. Melee,Marzo,2018,"    786,158 horas","    15,550 horas","    2,457 streamers","   33,904 espectadores",     59 canales,"  1,058 espectadores",    20 canales
98,Dofus,Noviembre,2019,"    727,419 horas","    17,777 horas","    1,230 streamers","    4,164 espectadores",     59 canales,"  1,011 espectadores",    24 canales
189,Dofus,Junio,2020,"    522,350 horas","    17,467 horas","    1,232 streamers",NA,     59 canales,    726 espectadores,    24 canales
162,Summoners War: Sky Arena,Septiembre,2021,"    904,985 horas","    17,528 horas","    1,072 streamers","   29,140 espectadores",     59 canales,"  1,258 espectadores",    24 canales
55,The Legend of Zelda: Ocarina of Time,Marzo,2016,"    860,408 horas","    12,835 horas","    1,100 streamers",NA,     60 canales,"  1,158 espectadores",    17 canales
112,The Legend of Zelda: Ocarina of Time,Noviembre,2017,"    408,742 horas","     9,153 horas",      839 streamers,"    3,832 espectadores",     60 canales,    568 espectadores,NA
110,The Legend of Zelda: Ocarina of Time,Diciembre,2017,"    448,675 horas","     9,974 horas",      997 streamers,"    5,575 espectadores",     60 canales,    603 espectadores,    13 canales
96,Summoners War: Sky Arena,Enero,2019,"    884,021 horas","    18,379 horas","    1,223 streamers","    4,280 espectadores",     60 canales,"  1,189 espectadores",    24 canales
70,Chess,Diciembre,2019,"  1,452,336 horas","    15,389 horas","    1,394 streamers","   21,320 espectadores",     60 canales,NA,    20 canales
140,iRacing,Marzo,2016,"    165,872 horas","     8,320 horas",      666 streamers,      994 espectadores,     61 canales,    223 espectadores,    11 canales
104,Star Citizen,Diciembre,2017,"    497,321 horas","    17,709 horas","    2,151 streamers","   26,959 espectadores",     61 canales,    669 espectadores,NA
55,Chess,Febrero,2019,"  1,530,075 horas","    15,377 horas","    1,360 streamers","   14,673 espectadores",     61 canales,"  2,280 espectadores",    22 canales
53,Chess,Enero,2020,"  2,452,993 horas","    18,175 horas","    1,526 streamers",NA,     61 canales,"  3,301 espectadores",    24 canales
128,Super Smash Bros. Melee,Octubre,2022,"  1,279,396 horas","    14,352 horas","    2,215 streamers","   73,858 espectadores",     61 canales,"  1,721 espectadores",    19 canales
194,Summoners War: Sky Arena,Junio,2023,"    533,067 horas","    10,520 horas","    1,105 streamers","    7,508 espectadores",     61 canales,    741 espectadores,    14 canales
170,Super Smash Bros. Melee,Octubre,2023,"    814,133 horas","    12,714 horas","    1,850 streamers","   47,215 espectadores",     61 canales,"  1,095 espectadores",    17 canales
122,Dofus,Agosto,2016,"    239,214 horas","     8,336 horas",      736 streamers,"    5,469 espectadores",     62 canales,NA,    11 canales
63,Tekken 7,Mayo,2018,"  1,291,300 horas","    28,516 horas","    5,599 streamers","   37,121 espectadores",     62 canales,"  1,737 espectadores",NA
59,Street Fighter V,Julio,2019,"  1,297,205 horas","    26,975 horas","    2,881 streamers","   30,835 espectadores",     62 canales,"  1,745 espectadores",    36 canales
112,Dofus,Diciembre,2019,"    672,096 horas","    16,824 horas","    1,233 streamers","    4,364 espectadores",     62 canales,    904 espectadores,    22 canales
144,Summoners War: Sky Arena,Junio,2021,"    988,852 horas","    21,381 horas","    1,265 streamers","    8,272 espectadores",     62 canales,"  1,375 espectadores",    29 canales
174,Summoners War: Sky Arena,Julio,2021,"    852,493 horas","    19,463 horas","    1,152 streamers",NA,     62 canales,"  1,147 espectadores",    26 canales
198,Super Smash Bros. Melee,Septiembre,2022,"    643,968 horas","    14,924 horas","    2,225 streamers","   30,822 espectadores",     62 canales,NA,    20 canales
164,Super Smash Bros. Melee,Agosto,2023,"    846,486 horas","    12,333 horas","    1,879 streamers","   70,755 espectadores",     62 canales,"  1,139 espectadores",    16 canales
184,Summoners War: Sky Arena,Abril,2024,"    759,474 horas","    13,092 horas","    1,214 streamers","    8,392 espectadores",     62 canales,NA,    18 canales
195,Dofus,Julio,2024,"    587,139 horas","    15,989 horas","    1,212 streamers",NA,     62 canales,    790 espectadores,    21 canales
102,Guild Wars 2,Agosto,2016,"    288,527 horas","    20,396 horas","    2,222 streamers","    2,994 espectadores",     63 canales,    388 espectadores,NA
193,Terraria,Enero,2017,"    227,558 horas","    22,994 horas","    4,755 streamers","   19,046 espectadores",     63 canales,    306 espectadores,NA
130,Terraria,Mayo,2017,"    257,454 horas","    22,414 horas","    4,359 streamers","    4,089 espectadores",     63 canales,    346 espectadores,    30 canales
168,Bloodborne,Septiembre,2019,"    315,999 horas","    20,712 horas","    3,147 streamers","   53,211 espectadores",     63 canales,    439 espectadores,    28 canales
42,Chess,Octubre,2019,"  2,403,849 horas","    15,591 horas","    1,212 streamers","   27,464 espectadores",     63 canales,NA,NA
113,Summoners War: Sky Arena,Noviembre,2020,"  1,222,019 horas","    21,832 horas","    1,206 streamers","   42,939 espectadores",     63 canales,"  1,699 espectadores",    30 canales
147,Super Smash Bros. Melee,Julio,2022,"  1,012,727 horas","    16,276 horas","    2,520 streamers","   66,318 espectadores",     63 canales,"  1,363 espectadores",    21 canales
67,The Legend of Zelda: Ocarina of Time,Octubre,2016,"    534,738 horas","     8,373 horas",      853 streamers,"    6,042 espectadores",     64 canales,    719 espectadores,    11 canales
108,Super Smash Bros. Melee,Febrero,2018,"    414,091 horas","    13,190 horas","    2,215 streamers","    8,515 espectadores",     64 canales,    617 espectadores,    19 canales
80,Summoners War: Sky Arena,Abril,2018,"    757,093 horas","    17,547 horas","    1,211 streamers","    4,215 espectadores",     64 canales,"  1,052 espectadores",    24 canales
65,Super Smash Bros. Melee,Octubre,2018,"  1,310,203 horas","    15,015 horas","    2,219 streamers","   59,913 espectadores",     64 canales,"  1,763 espectadores",NA
58,Chess,Junio,2019,"  1,803,951 horas","    15,258 horas","    1,454 streamers","   21,613 espectadores",     64 canales,"  2,508 espectadores",NA
85,Summoners War: Sky Arena,Junio,2019,"  1,003,583 horas","    18,914 horas","    1,184 streamers","    9,724 espectadores",     64 canales,"  1,395 espectadores",    26 canales
152,Summoners War: Sky Arena,Enero,2021,"    901,910 horas","    22,594 horas","    1,370 streamers","    7,677 espectadores",     64 canales,"  1,213 espectadores",    30 canales
88,Super Smash Bros. Melee,Noviembre,2022,"  1,801,277 horas","    13,346 horas","    2,202 streamers","   66,411 espectadores",     64 canales,"  2,505 espectadores",    18 canales
98,Super Smash Bros. Melee,Enero,2023,"  1,460,595 horas","    16,497 horas","    2,818 streamers","   99,293 espectadores",     64 canales,"  1,965 espectadores",    22 canales
93,Guild Wars 2,Junio,2016,"    276,999 horas","    19,418 horas","    2,087 streamers","    6,577 espectadores",     65 canales,NA,    27 canales
115,Terraria,Agosto,2017,"    390,194 horas","    26,071 horas","    4,449 streamers","   17,717 espectadores",     65 canales,    525 espectadores,    35 canales
110,Stardew Valley,Septiembre,2017,"    389,052 horas","    23,485 horas","    3,938 streamers",NA,     65 canales,    541 espectadores,    32 canales
100,Super Smash Bros. Melee,Abril,2018,"    551,986 horas","    14,837 horas","    2,320 streamers","   12,923 espectadores",     65 canales,    767 espectadores,    20 canales
117,Dofus,Abril,2018,"    434,626 horas","    10,218 horas",      902 streamers,NA,     65 canales,NA,    14 canales
167,Summoners War: Sky Arena,Abril,2022,"    861,686 horas","    18,123 horas","    1,952 streamers",NA,     65 canales,"  1,198 espectadores",    25 canales
160,Super Smash Bros. Melee,Junio,2022,"    910,447 horas","    17,564 horas","    2,460 streamers","   40,406 espectadores",     65 canales,"  1,266 espectadores",NA
