"Marca temporal","¿Qué grupo te envió la encuesta?","1. Sexo","2. ¿Cuál es tu peso actual (kg)? ","3. ¿Cuál es tu estatura en metros? ","4. Edad en años cumplidos","5. Carrera universitaria","6. Ciclo académico","7. ¿En cuántos cursos te encuentras matriculado actualmente?","8. Considerando los últimos 7 días, ¿Cuántas horas en total a la semana dedicaste a realizar actividad física (deporte, gimnasio, caminatas intensas, etc.)?","9. ¿Cuántas horas al día en promedio dedico al estudio (de lunes a viernes) sin contar las horas de clases?","10. ¿Cuál de las siguientes opciones describe mejor tu alimentación actual?","11. ¿Cuántas comidas principales (ej. desayuno, almuerzo, cena) consumes habitualmente en un día?","12. ¿Cuántas veces a la semana consumes comidas rápidas con alto contenido calórico y grasas (pizzas, hamburguesas, papas fritas, pollo frito, hot dogs, tacos)?","13. ¿Cuántos días a la semana preparas tu propia comida en casa para traerla a la universidad? (donde 0 = ningún día, 6= de lunes a sábado)","14. ¿Cuántos días a la semana realizas actividad física? (0 = ningún día , 7 = todos los días (de lunes a domingo)","15. ¿Cómo calificarías tu nivel de actividad física semanal?","16. ¿Cómo calificarías la calidad de tu sueño en general?  ","17. ¿Cuántas horas duermes en promedio por noche?  Considerar desde el momento que se recuestan y dejan de usar los dispositivos móviles hasta que se despiertan.","18. ¿Cuántas veces al mes consumes alcohol?  ( 0 = ninguna vez, 1, 2, 3, … ) ","19. ¿Qué cantidad de desayuno consumes habitualmente?","20. ¿Cuántos días a la semana consumes bebidas energéticas? (0 = ningún día de la semana, 1, 2, …, 7)","21. Cuando consumes bebidas energéticas, ¿cuántas unidades tomas por día?","22. ¿Cómo calificarías tu nivel de consumo de café o bebidas energizantes para estudiar?","23. ¿Cuál es tu percepción del nivel de estrés?","24. ¿Cuántos litros de agua pura en promedio consumes al día? Ejemplo 1.5","25. ¿Qué actividades consideras te ayudan a disminuir el nivel de estrés?","26. ¿Cuál es el motivo principal por el que realizas actividad física?","27. Qué tipo de actividad física realizas con mayor frecuencia durante el ciclo académico 2026-I?","28. ¿Cómo percibes tu estado de salud general?  ","29. ¿Padeces alguna enfermedad crónica (diabetes, asma, etc.)?  ","30. ¿Aproximadamente cuántos soles gastas en promedio al mes en productos que consideras saludables?","31. ¿Con qué frecuencia se siente con energía para realizar sus actividades diarias?","32. ¿Considera que sus hábitos de alimentación influyen en su estado de salud?","33. ¿Considera que dormir pocas horas afecta su bienestar físico y mental?","34. ¿Con qué frecuencia se siente emocionalmente bien?"
"2026/04/22 10:34:17 p. m. GMT-5","5","Femenino","56","1.55","18 ","Ciencias Exactas y Ambientales.","3","2","1.5","2.00","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","2","Muy bajo","Mala","4","0","2","2","1","4","3","2.00","Realizar actividad física","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Mala","No","30","Rara vez","Bastante","Bastante","Rara vez"
"2026/04/22 10:42:16 p. m. GMT-5","8","Masculino","80","1.75","19","Administración, Negocios y Contabilidad.","5","4","1","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","1","Bajo","Regular","5 ","1","3","7","2","4","3","2","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","10","A veces","Bastante","Bastante","A veces"
"2026/04/22 10:45:24 p. m. GMT-5","5","Femenino","55","1.55","23","Ciencias de la Salud.","9","8","1.5","15","Omnívora: Consume alimentos de origen animal y vegetal.","3","5","2","1","Muy bajo","Mala","5","1","2","0","0","0","3","2.5","Dormir más horas que lo habitual","Recreación y socialización con amigos.","No realizo actividad física.","Regular","No","15","A veces","Regular","Bastante","A veces"
"2026/04/22 10:46:10 p. m. GMT-5","5","Masculino","55","1.73","21","Ingeniería, Tecnología y Construcción.","6","5","1","3","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","1","1","Bajo","Mala","7","0","0","0","0","4","3","2","Jugar videojuegos","Reducción de estrés y ansiedad","No realizo actividad física.","Regular","No","30","A veces","Regular","Regular","Frecuentemente"
"2026/04/22 10:46:43 p. m. GMT-5","9","Masculino","73","1.7","19","Ingeniería, Tecnología y Construcción.","5","5","2","8","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","6","1","Alto","Buena","7","2","3","1","2","0","1","3","Otros motivos","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","0","Frecuentemente","Bastante","Bastante",""
"2026/04/22 10:50:56 p. m. GMT-5","9","Femenino","80","1.65","25","Administración, Negocios y Contabilidad.","10","4","2","15","Frugívora/Frutariana: Basada principalmente en el consumo de frutas.","3","1","6","4","Alto","Regular","7","0","2","0","0","3","2","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Muy buena","No","400","Frecuentemente","Poco","Bastante","Frecuentemente"
"2026/04/22 10:51:19 p. m. GMT-5","8","Femenino","56","1.55","20","Ingeniería, Tecnología y Construcción.","5","6","1","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","1","0","Muy bajo","Muy mala","8","4","1","0","0","3","4","1.5","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","No realizo actividad física.","Regular","No","20","","Bastante","Bastante","A veces"
"2026/04/22 10:52:31 p. m. GMT-5","8","Masculino","71","1.73","19","Ingeniería, Tecnología y Construcción.","5","4","6","0.50","Omnívora: Consume alimentos de origen animal y vegetal.","2","3","0","2","Muy bajo","Muy mala","9","0","1","7","2","4","0","1","Jugar videojuegos","Salud general y recomendación médica.","No realizo actividad física.","Regular","No","0","Frecuentemente","Regular","Bastante","Siempre"
"2026/04/22 10:53:10 p. m. GMT-5","5","Femenino","56","1.54 ","21","Ciencias de la Salud.","9","8","7.5","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","3","Regular","Regular","5 ","0","3","0","0","0","3","1","Realizar actividad física","Reducción de estrés y ansiedad","Mixta.","Buena","No","50","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/22 11:01:18 p. m. GMT-5","8","Masculino","68","1.68","19","Ciencias Exactas y Ambientales.","5","5","4","3","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","5","3","Regular","Regular","6","4","0","0","0","0","1","2.5","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","0","Siempre","Bastante","Regular","Siempre"
"2026/04/22 11:01:30 p. m. GMT-5","8","Femenino","68","1.65","19","Ingeniería, Tecnología y Construcción.","5","6","1","8 ","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","1","3","Alto","Mala","6","4","3","1","1","1","3","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Regular","No","100","A veces","Regular","Bastante","Frecuentemente"
"2026/04/22 11:02:36 p. m. GMT-5","5","Masculino","90","1.83","23","Ciencias de la Salud.","10","1","1","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","0","3","Muy bajo","Regular","4","0","3","0","0","0","0","2","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Mala","No","30","Frecuentemente","Bastante","Muy poco","Siempre"
"2026/04/22 11:02:37 p. m. GMT-5","8","Masculino","70","1.70","19","Ingeniería, Tecnología y Construcción.","5","5","8","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","7","0","4","Regular","Mala","6","0","4","0","0","0","4","1","Jugar videojuegos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","Sí","30","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/22 11:11:29 p. m. GMT-5","8","Femenino","70","1.70","19","Ciencias de la Salud.","2","6","1","6","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","3","Regular","Regular","7","0","3","0","0","0","4","2","Realizar actividad física","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","30 ","A veces","Regular","Bastante","A veces"
"2026/04/22 11:12:48 p. m. GMT-5","8","Masculino","71","1.69","19","Ingeniería, Tecnología y Construcción.","3","6","4","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","0","2","Bajo","Regular","7","1","1","0","0","0","2","2","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Mixta.","Regular","Sí","50","A veces","Regular","Regular","Frecuentemente"
"2026/04/22 11:20:39 p. m. GMT-5","9","Masculino","75","1.79","20","Ingeniería, Tecnología y Construcción.","5","8","2.60","4","Vegetariana: Excluye carne y pescado.","2","1","6","7","Alto","Regular","8","1","4","7","2","0","1","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","400","Siempre","Bastante","Bastante","Siempre"
"2026/04/22 11:22:36 p. m. GMT-5","8","Masculino","79","1.71","21","Ciencias de la Salud.","6","5","11","7 ","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","5","4","Regular","Mala","5","2","3","0","0","2","3","1.5","Realizar actividad física","Recreación y socialización con amigos.","Mixta.","Buena","No","120","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/22 11:31:46 p. m. GMT-5","8","Femenino","48","1.61","19","Administración, Negocios y Contabilidad.","5","5","4","1","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","0","0","Bajo","Regular","6","5","0","0","0","0","3","1","Salir a pasear o conversar con mis amigos","Recreación y socialización con amigos.","Aeróbica (correr, nadar, bicicleta).","Buena","No","30","Rara vez","Bastante","Bastante","A veces"
"2026/04/22 11:44:20 p. m. GMT-5","8","Femenino","54","1.59","19","Administración, Negocios y Contabilidad.","5","7","6","8","Flexitariana: Es una dieta principalmente vegetariana, pero que permite el consumo ocasional de carne o pescado.","2","1","6","6","Regular","Muy mala","3","2","2","4","1","3","4","2","Ir de compras","Salud general y recomendación médica.","Mixta.","Regular","No","300","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/22 11:48:36 p. m. GMT-5","5","Masculino","62","1.67","19","Ingeniería, Tecnología y Construcción.","2","7","1","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","1","Regular","Regular","7","0","3","1","1","1","2","1.5","Dormir más horas que lo habitual","Salud general y recomendación médica.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","60","A veces","Regular","Bastante","Rara vez"
"2026/04/23 12:00:23 a. m. GMT-5","5","Femenino","55","1.53","24","Ciencias de la Salud.","9","8","1","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","5","1","1","Muy bajo","Regular","3","4","4","4","0","0","4","1","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","Aeróbica (correr, nadar, bicicleta).","Regular","No","100","A veces","Regular","Bastante","A veces"
"2026/04/23 12:13:11 a. m. GMT-5","8","Femenino","55","0.155","19","Ciencias de la Salud.","5","5","21","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","0","7","Regular","Mala","5","0","3","0","0","3","4","1.0","Jugar videojuegos","Reducción de estrés y ansiedad","Mixta.","Regular","No","20","A veces","Regular","Bastante","Rara vez"
"2026/04/23 12:14:15 a. m. GMT-5","8","Femenino","68","1.73","20","Ingeniería, Tecnología y Construcción.","7","5","3","2","Omnívora: Consume alimentos de origen animal y vegetal.","2","2","0","3","Regular","Muy mala","5","10","1","1","1","0","2","3","Realizar actividad física","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Buena","No","200","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/23 12:16:35 a. m. GMT-5","9","Masculino","65","1.70","22","Ingeniería, Tecnología y Construcción.","6","5","3","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","4","2","Regular","Mala","5","1","3","0","0","0","1","1","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Regular","No","30","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/23 12:23:06 a. m. GMT-5","8","Masculino","56","1.76","20","Ingeniería, Tecnología y Construcción.","3","5","1","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","0","Muy bajo","Regular","7","0","3","2","1","2","3","1","Jugar videojuegos","Reducción de estrés y ansiedad","No realizo actividad física.","Buena","No","10","A veces","Bastante","Bastante","A veces"
"2026/04/23 12:28:33 a. m. GMT-5","8","Masculino","65","1.82","17","Ingeniería, Tecnología y Construcción.","1","6","6","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","3","4","3","Alto","Mala","6","2","3","0","0","0","1","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","100","Frecuentemente","Regular","Bastante","Frecuentemente"
"2026/04/23 12:35:20 a. m. GMT-5","9","Femenino","72","1.53","25","Humanidades, Artes y Educación.","10","7","12 ","3","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","2","6","Alto","Buena","7","1","3","0","0","4","1","2 ","Salir a pasear o conversar con mis amigos","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","100","Frecuentemente","Regular","Bastante","Siempre"
"2026/04/23 12:49:00 a. m. GMT-5","9","Masculino","91","1.72","24","Ciencias Sociales y Derecho.","8","5","2 ","8","Omnívora: Consume alimentos de origen animal y vegetal.","2","1","0","1","Regular","Mala","4","1","0","0","0","1","2","5","Jugar videojuegos","Reducción de estrés y ansiedad","Deportes colectivos (futbol, basket, vóley).","Regular","No","0","A veces","Poco","Poco","A veces"
"2026/04/23 12:54:40 a. m. GMT-5","5","Masculino","60","1.66","19","Administración, Negocios y Contabilidad.","5","6","1.5","5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","0","4","Alto","Buena","7","0","3","0","0","2","3","2","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","30","Frecuentemente","Bastante","Bastante","A veces"
"2026/04/23 1:02:17 a. m. GMT-5","9","Femenino","69","1.55","26","Ingeniería, Tecnología y Construcción.","5","5","3","18","Frugívora/Frutariana: Basada principalmente en el consumo de frutas.","2","3","0","2","Regular","Regular","6","1","1","3","1","2","2","1","Dormir más horas que lo habitual","Reducción de estrés y ansiedad","Mixta.","Buena","No","200","Frecuentemente","Muy poco","Muy poco","Frecuentemente"
"2026/04/23 4:51:02 a. m. GMT-5","8","Femenino","61","1.64","20","Ingeniería, Tecnología y Construcción.","6","6","8","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","3","5","Muy alto","Regular","7","0","3","0","0","0","3","1.8","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","20","A veces","Bastante","Bastante","Frecuentemente"
"2026/04/23 5:15:41 a. m. GMT-5","8","Masculino","61","1.72","19","Ciencias de la Salud.","5","6","4","4","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","4","Alto","Buena","6","0","1","0","0","0","1","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Muy buena","No","50","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/23 6:13:42 a. m. GMT-5","5","Masculino","73.2","1.8","18","Ingeniería, Tecnología y Construcción.","3","7","2","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","2","3","Regular","Regular","6","4","3","0","0","3","2","2","Dormir más horas que lo habitual","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","0","Frecuentemente","Regular","Regular","Frecuentemente"
"2026/04/23 7:03:32 a. m. GMT-5","5","Masculino","80","1.80","19","Ingeniería, Tecnología y Construcción.","3","6","2","18","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","4","2","Bajo","Regular","6","0","2","0","No consumo","0","2","2.5","Realizar actividad física","Reducción de estrés y ansiedad","Mixta.","Buena","No","0","Frecuentemente","Regular","Regular","Frecuentemente"
"2026/04/23 7:18:09 a. m. GMT-5","5","Masculino","63.3","1.70","19","Ingeniería, Tecnología y Construcción.","3","6","6","2","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","0","5","Alto","Regular","6.5","0","3","0","0","0","2","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Anaeróbica (pesas, entrenamiento de fuerza).","Buena","No","170","A veces","Poco","Bastante","Frecuentemente"
"2026/04/23 7:48:29 a. m. GMT-5","9","Femenino","69","1.58","17","Ciencias Exactas y Ambientales.","1","6","2","3","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","1","7","Regular","Regular","6","0","3","0","0","2","4","1","Salir a pasear o conversar con mis amigos","Reducción de estrés y ansiedad","No realizo actividad física.","Mala","Sí","2","A veces","Bastante","Bastante","A veces"
"2026/04/23 8:24:34 a. m. GMT-5","8","Masculino","77","1.74","20","Ingeniería, Tecnología y Construcción.","7","7","8","1.5","Omnívora: Consume alimentos de origen animal y vegetal.","3","2","2","5","Regular","Regular","7.5","4","3","0","0","1","1","2","Realizar actividad física","Reducción de estrés y ansiedad","Anaeróbica (pesas, entrenamiento de fuerza).","Regular","No","150","Frecuentemente","Bastante","Bastante","Frecuentemente"
"2026/04/23 9:20:49 a. m. GMT-5","9","Masculino","72","1.70","18","Ingeniería, Tecnología y Construcción.","2","5","5","7","Omnívora: Consume alimentos de origen animal y vegetal.","3","4","0","4","Regular","Regular","5","4","2","0","0","0","3","3.2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Buena","No","500","","Poco","Bastante","Frecuentemente"
"2026/04/23 10:05:36 a. m. GMT-5","9","Masculino","120","1.7","23","Humanidades, Artes y Educación.","1","4","2","0.3","Omnívora: Consume alimentos de origen animal y vegetal.","4","5","2","0","Muy alto","Muy buena","3","6","3","6","1","0","0","1","Jugar videojuegos","Recreación y socialización con amigos.","No realizo actividad física.","Muy buena","Sí","400","Siempre","Nunca","Nunca","Nunca"
"2026/04/23 10:39:29 a. m. GMT-5","3","Masculino","70","1.83","18","Ingeniería, Tecnología y Construcción.","3","5","16","1","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","1","7","Alto","Buena","6","2","4","0","0","0","1","3","Realizar actividad física","Mejora del rendimiento físico / Estética.","Mixta.","Buena","No","120","Frecuentemente","Regular","Poco","Frecuentemente"
"2026/04/23 10:47:29 a. m. GMT-5","3","Masculino","76","1.70","18","Ingeniería, Tecnología y Construcción.","3","6","10","3","Omnívora: Consume alimentos de origen animal y vegetal.","5","3","0","5","Muy alto","Mala","5","3","4","0","1","0","4","2","Realizar actividad física","Mejora del rendimiento físico / Estética.","Deportes colectivos (futbol, basket, vóley).","Muy buena","No","0","Frecuentemente","Bastante","Bastante","Siempre"
"2026/04/23 10:49:37 a. m. GMT-5","3","Masculino","85","1.74","21","Ingeniería, Tecnología y Construcción.","7","4","3","10","Omnívora: Consume alimentos de origen animal y vegetal.","3","1","1","3","Bajo","Mala","4","0","3","1","2","0","3","2","Realizar actividad física","Recreación y socialización con amigos.","Deportes colectivos (futbol, basket, vóley).","Regular","No","10","A veces","Regular","Bastante","A veces"
"2026/04/23 10:55:01 a. m. GMT-5","3","Femenino","70","1.60","22","Administración, Negocios y Contabilidad.","7","4","3","5","Omnívora: Consume alimentos de origen animal y vegetal.","4","2","6","2","Muy bajo","Muy mala","5","0","4","0","0","0","4","1","Salir a pasear o conversar con mis amigos","Salud general y recomendación médica.","No realizo actividad física.","Muy mala","Sí","0","Rara vez","Muy poco","Bastante","Frecuentemente"
