Pos,Juego,Mes,Año,HorasV,HorasT,Streamers,MaxEsp,MaxCan,PromEsp,PromCan
53,Super Mario 64,Junio,2017,"    987,429 horas","    14,832 horas","    1,656 streamers","   12,810 espectadores",     58 canales,"  1,373 espectadores",    20 canales
38,Clash Royale,Agosto,2017,"  1,581,680 horas","    19,647 horas","    2,687 streamers",NA,     58 canales,"  2,128 espectadores",    26 canales
60,Warcraft III,Octubre,2017,"    925,871 horas","    20,845 horas","    1,294 streamers","   21,490 espectadores",     58 canales,"  1,246 espectadores",    28 canales
66,Warcraft III,Enero,2018,"    921,752 horas","    22,199 horas","    1,483 streamers","   22,088 espectadores",     58 canales,"  1,240 espectadores",    29 canales
77,Super Mario 64,Abril,2019,"  1,056,547 horas","    16,775 horas","    1,934 streamers","   20,127 espectadores",     58 canales,"  1,469 espectadores",    23 canales
47,Music,Noviembre,2016,"  1,030,188 horas","    20,539 horas","    3,628 streamers",NA,     59 canales,"  1,432 espectadores",    28 canales
55,Retro,Noviembre,2016,"    785,485 horas","    22,414 horas","    1,599 streamers",NA,     59 canales,"  1,092 espectadores",    31 canales
60,Music,Enero,2017,"  1,032,997 horas","    20,678 horas","    4,623 streamers","   20,493 espectadores",     59 canales,"  1,390 espectadores",    27 canales
27,Magic: The Gathering,Mayo,2017,"  2,555,549 horas","    17,896 horas","    1,320 streamers","   44,857 espectadores",     59 canales,"  3,439 espectadores",    24 canales
122,The Sims 4,Octubre,2017,"    317,230 horas","    19,888 horas","    3,608 streamers","    5,649 espectadores",     59 canales,NA,    26 canales
147,MapleStory,Febrero,2018,"    245,463 horas","    21,435 horas","    1,766 streamers","    1,978 espectadores",     59 canales,    365 espectadores,    31 canales
164,Warcraft III,Octubre,2023,"    879,590 horas","    20,230 horas","    1,372 streamers","   12,718 espectadores",     59 canales,"  1,183 espectadores",NA
50,Warcraft III,Enero,2017,"  1,380,240 horas","    21,415 horas","    1,515 streamers",NA,     60 canales,"  1,857 espectadores",    28 canales
46,Clash Royale,Septiembre,2017,"  1,129,506 horas","    16,274 horas","    2,252 streamers","   27,064 espectadores",     60 canales,"  1,570 espectadores",    22 canales
83,Super Mario 64,Junio,2019,"  1,028,693 horas","    19,263 horas","    2,241 streamers","   13,638 espectadores",     60 canales,"  1,430 espectadores",    26 canales
124,Clash Royale,Septiembre,2020,"  1,002,597 horas","    18,535 horas","    2,452 streamers","   13,550 espectadores",     60 canales,"  1,394 espectadores",    25 canales
114,Super Mario 64,Noviembre,2023,"  1,520,462 horas","    21,626 horas","    2,589 streamers","   16,192 espectadores",     60 canales,"  2,114 espectadores",    30 canales
45,Music,Octubre,2016,"    952,941 horas","    21,159 horas","    3,989 streamers",NA,     61 canales,"  1,282 espectadores",    28 canales
66,Warcraft III,Junio,2017,"    806,506 horas","    19,272 horas","    1,286 streamers","   18,423 espectadores",     61 canales,"  1,121 espectadores",    26 canales
57,Warcraft III,Agosto,2017,"  1,017,626 horas","    20,185 horas","    1,382 streamers","   19,990 espectadores",     61 canales,"  1,369 espectadores",    27 canales
100,RimWorld,Enero,2018,"    550,476 horas","    23,145 horas","    2,475 streamers","    7,139 espectadores",     61 canales,    740 espectadores,    31 canales
61,Games + Demos,Junio,2018,"  1,321,248 horas","    22,370 horas","    4,373 streamers","   25,818 espectadores",     61 canales,"  1,837 espectadores",    31 canales
131,RimWorld,Julio,2019,"    468,535 horas","    22,706 horas","    2,276 streamers","    3,706 espectadores",     61 canales,    630 espectadores,NA
109,RimWorld,Noviembre,2019,"    630,778 horas","    22,109 horas","    2,106 streamers","   14,482 espectadores",     61 canales,    877 espectadores,    30 canales
73,Tibia,Noviembre,2016,"    564,623 horas","    20,166 horas","    1,376 streamers",NA,     62 canales,    785 espectadores,    28 canales
66,RimWorld,Diciembre,2016,"    789,596 horas","    15,643 horas",      303 streamers,NA,     62 canales,"  1,062 espectadores",    21 canales
73,Tibia,Enero,2017,"    756,429 horas","    21,355 horas","    1,656 streamers","    3,412 espectadores",     62 canales,"  1,018 espectadores",    28 canales
32,Magic: The Gathering,Julio,2017,"  2,252,486 horas","    17,348 horas","    1,381 streamers","   21,654 espectadores",     62 canales,"  3,031 espectadores",NA
41,Warcraft III,Septiembre,2017,"  1,310,293 horas","    21,240 horas","    1,385 streamers","   21,011 espectadores",     62 canales,"  1,822 espectadores",    29 canales
50,Clash Royale,Octubre,2017,"  1,194,041 horas","    14,357 horas","    2,180 streamers","   22,927 espectadores",     62 canales,"  1,607 espectadores",    19 canales
137,MapleStory,Enero,2018,"    334,342 horas","    24,723 horas","    2,053 streamers","    8,896 espectadores",     62 canales,    449 espectadores,    33 canales
100,Clash Royale,Octubre,2020,"  1,386,899 horas","    20,831 horas","    2,625 streamers","   22,094 espectadores",     62 canales,"  1,866 espectadores",    28 canales
116,Warcraft III,Diciembre,2022,"  1,178,683 horas","    21,518 horas","    1,520 streamers",NA,     62 canales,"  1,586 espectadores",    28 canales
154,Warcraft III,Noviembre,2023,"    963,182 horas","    19,071 horas","    1,427 streamers","   18,135 espectadores",     62 canales,"  1,339 espectadores",    26 canales
153,Warcraft III,Febrero,2024,"    954,934 horas","    18,631 horas","    1,466 streamers","   20,575 espectadores",     62 canales,"  1,374 espectadores",    26 canales
114,Warcraft III,Agosto,2024,"  1,651,445 horas","    19,621 horas","    1,416 streamers","   50,452 espectadores",     62 canales,"  2,222 espectadores",    26 canales
69,Tibia,Diciembre,2016,"    750,316 horas","    21,674 horas",      565 streamers,NA,     63 canales,"  1,009 espectadores",    29 canales
47,Warcraft III,Febrero,2017,"  1,077,407 horas","    19,909 horas","    1,332 streamers",NA,     63 canales,"  1,605 espectadores",    29 canales
93,The Sims 4,Septiembre,2017,"    436,162 horas","    20,573 horas","    3,776 streamers","   13,625 espectadores",     63 canales,    606 espectadores,    28 canales
141,MapleStory,Abril,2018,"    344,292 horas","    21,539 horas","    1,969 streamers","    3,299 espectadores",     63 canales,    478 espectadores,    29 canales
116,RimWorld,Agosto,2019,"    522,176 horas","    24,367 horas","    2,584 streamers",NA,     63 canales,    702 espectadores,    32 canales
115,RimWorld,Septiembre,2019,"    513,397 horas","    21,579 horas","    2,169 streamers","    7,926 espectadores",     63 canales,    714 espectadores,    30 canales
105,Warcraft III,Enero,2023,"  1,363,466 horas","    23,804 horas","    1,724 streamers","   17,401 espectadores",     63 canales,"  1,835 espectadores",NA
156,Warcraft III,Septiembre,2023,"    821,182 horas","    19,967 horas","    1,404 streamers","   11,885 espectadores",     63 canales,"  1,142 espectadores",    27 canales
93,Clash Royale,Septiembre,2024,"  2,042,113 horas","    18,731 horas","    8,991 streamers","  216,554 espectadores",     63 canales,"  2,840 espectadores",    26 canales
48,Clash Royale,Marzo,2016,"  1,073,082 horas","    18,817 horas","    2,806 streamers","   52,334 espectadores",     64 canales,"  1,444 espectadores",    25 canales
118,MapleStory,Diciembre,2016,"    326,260 horas","    19,054 horas",      631 streamers,NA,     64 canales,    439 espectadores,NA
102,Retro,Enero,2017,"    493,602 horas","    24,445 horas","    1,852 streamers","    3,421 espectadores",     64 canales,    664 espectadores,    32 canales
133,The Sims 4,Mayo,2017,"    248,257 horas","    15,395 horas","    2,857 streamers","    6,014 espectadores",     64 canales,    334 espectadores,    20 canales
110,The Sims 4,Junio,2017,"    321,298 horas","    18,869 horas","    3,376 streamers","    4,595 espectadores",     64 canales,    446 espectadores,    26 canales
39,Magic: The Gathering,Septiembre,2017,"  1,577,830 horas","    15,428 horas","    1,225 streamers","   23,187 espectadores",     64 canales,"  2,194 espectadores",    21 canales
45,Magic: The Gathering,Diciembre,2017,"  1,790,855 horas","    16,897 horas","    1,306 streamers","   17,794 espectadores",     64 canales,"  2,410 espectadores",    22 canales
52,Warcraft III,Febrero,2018,"  1,056,943 horas","    21,487 horas","    1,500 streamers","   22,600 espectadores",     64 canales,"  1,575 espectadores",    32 canales
92,RimWorld,Mayo,2019,"    844,765 horas","    25,607 horas","    2,616 streamers","    4,807 espectadores",     64 canales,"  1,136 espectadores",    34 canales
136,Clash Royale,Mayo,2023,"  1,133,455 horas","    21,202 horas","   11,559 streamers","   17,708 espectadores",     64 canales,"  1,525 espectadores",    28 canales
162,Warcraft III,Agosto,2023,"    859,932 horas","    21,959 horas","    1,422 streamers","    7,709 espectadores",     64 canales,"  1,157 espectadores",NA
130,Clash Royale,Junio,2024,"  1,063,582 horas","    19,700 horas","   10,048 streamers","    8,641 espectadores",     64 canales,NA,    27 canales
87,World of Warships,Marzo,2016,"    350,920 horas","    24,420 horas","    2,715 streamers","    3,446 espectadores",     65 canales,    472 espectadores,    32 canales
41,Dungeons & Dragons,Septiembre,2016,"    951,761 horas","    10,518 horas","    1,090 streamers","   31,732 espectadores",     65 canales,"  1,323 espectadores",NA
77,Retro,Septiembre,2016,"    341,476 horas","    19,492 horas","    1,440 streamers","    7,001 espectadores",     65 canales,    474 espectadores,    27 canales
90,The Sims 4,Febrero,2017,"    491,653 horas","    18,107 horas","    3,094 streamers",NA,     65 canales,    732 espectadores,    26 canales
29,Magic: The Gathering,Febrero,2018,"  3,016,975 horas","    19,692 horas","    1,575 streamers",NA,     65 canales,"  4,496 espectadores",    29 canales
47,Games + Demos,Mayo,2018,"  1,763,180 horas","    23,871 horas","    4,323 streamers","   24,684 espectadores",     65 canales,"  2,373 espectadores",    32 canales
132,RimWorld,Octubre,2019,"    484,140 horas","    22,349 horas","    2,208 streamers","    5,068 espectadores",     65 canales,    651 espectadores,NA
101,StarCraft II,Agosto,2024,"  1,914,890 horas","    26,782 horas","    2,291 streamers","   45,969 espectadores",     65 canales,"  2,577 espectadores",    36 canales
38,Music,Agosto,2016,"  1,240,042 horas","    25,272 horas","    4,419 streamers","   11,371 espectadores",     66 canales,"  1,668 espectadores",    34 canales
176,MapleStory,Marzo,2018,"    230,888 horas","    19,604 horas","    1,687 streamers",NA,     66 canales,    310 espectadores,    26 canales
139,RimWorld,Diciembre,2019,"    505,096 horas","    19,954 horas","    2,061 streamers","    5,524 espectadores",     66 canales,    679 espectadores,    26 canales
86,World of Warships,Julio,2016,"    388,739 horas","    24,413 horas","    2,878 streamers","    1,897 espectadores",     67 canales,    523 espectadores,    32 canales
33,Magic: The Gathering,Junio,2017,"  2,073,101 horas","    17,027 horas","    1,314 streamers","   21,442 espectadores",     67 canales,NA,    23 canales
92,RimWorld,Septiembre,2018,"    646,870 horas","    25,674 horas","    2,545 streamers","    9,591 espectadores",     67 canales,    899 espectadores,    35 canales
79,Clash Royale,Marzo,2020,"  1,355,826 horas","    18,261 horas","    2,597 streamers","   20,739 espectadores",     67 canales,"  1,824 espectadores",    24 canales
101,Super Mario 64,Octubre,2023,"  1,905,510 horas","    24,158 horas","    2,928 streamers","   12,137 espectadores",     67 canales,"  2,564 espectadores",    32 canales
38,Clash Royale,Junio,2016,"  1,227,173 horas","    23,368 horas","    3,773 streamers","    6,294 espectadores",     68 canales,"  1,706 espectadores",NA
113,RimWorld,Junio,2019,"    623,529 horas","    23,121 horas","    2,492 streamers","    7,326 espectadores",     68 canales,    867 espectadores,NA
95,Clash Royale,Abril,2020,"  1,293,866 horas","    23,509 horas","    2,545 streamers","   21,677 espectadores",     68 canales,"  1,799 espectadores",    32 canales
97,Warcraft III,Noviembre,2022,"  1,569,831 horas","    22,962 horas","    1,527 streamers","   14,527 espectadores",     68 canales,"  2,183 espectadores",    31 canales
90,Super Mario 64,Septiembre,2024,"  2,152,956 horas","    25,553 horas","    3,235 streamers","   18,221 espectadores",     68 canales,"  2,994 espectadores",    35 canales
33,Warcraft III,Abril,2016,"  1,642,346 horas","    19,767 horas","    1,311 streamers","   26,269 espectadores",     69 canales,"  2,284 espectadores",    27 canales
55,Warcraft III,Julio,2017,"  1,201,630 horas","    22,499 horas","    1,408 streamers",NA,     69 canales,"  1,617 espectadores",NA
70,Tibia,Agosto,2017,"    795,427 horas","    25,908 horas","    1,859 streamers","    3,652 espectadores",     69 canales,"  1,070 espectadores",    34 canales
99,Clash Royale,Agosto,2020,"  1,325,013 horas","    22,083 horas","    2,649 streamers","   19,487 espectadores",     69 canales,"  1,783 espectadores",    29 canales
141,Warcraft III,Junio,2023,"    819,662 horas","    22,172 horas","    1,515 streamers","    6,206 espectadores",     69 canales,"  1,140 espectadores",    30 canales
115,Clash Royale,Agosto,2023,"  1,428,076 horas","    25,441 horas","   14,244 streamers",NA,     69 canales,"  1,922 espectadores",    34 canales
101,The Elder Scrolls Online,Diciembre,2016,"    415,418 horas","    25,153 horas","    1,407 streamers","    2,104 espectadores",     70 canales,    559 espectadores,    33 canales
48,Warcraft III,Mayo,2018,"  1,740,278 horas","    28,475 horas","    1,898 streamers","   38,924 espectadores",     70 canales,"  2,342 espectadores",    38 canales
106,RimWorld,Agosto,2018,"    596,928 horas","    23,418 horas","    2,468 streamers","    9,567 espectadores",     70 canales,    803 espectadores,NA
