Edad,Sexo,CantidadCursos,HorasSuenio,ActividadFisica,FrecBebida,UnidadBebida,HorasEjercicio,CanDesayuno,Carrera,Estres,CicloAcademico,CalidadSuenio,GrupoEncuesta
25,Femenino,7,5,Deportes colectivos,6,3,1.5,Mucha,"Ingeniería, Tecnología y Construcción",Alto,8,Buena,4
22,Femenino,6,7,Deportes colectivos,5,3,2,Mucha,Ciencias Sociales y Derecho,Bajo,6,Regular,4
25,Femenino,6,6,Deportes colectivos,7,3,1.5,Mucha,Ciencias Exactas y Ambientales,Muy alto,7,Buena,4
25,Masculino,7,6,Actividad aeróbica,6,3,1.5,Mucha,Ciencias Exactas y Ambientales,Medio,7,Buena,4
18,Masculino,6,5.4,Actividad aeróbica,5,1,2,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,3,Mala,4
24,Femenino,7,5,Mixta,7,4,1.2,Mucha,Ciencias Sociales y Derecho,Bajo,4,Regular,4
18,Femenino,5,5,Deportes colectivos,0,0,1,Mucha,"Ingeniería, Tecnología y Construcción",Alto,2,Regular,4
19,Masculino,6,5,No realiza actividad física,0,0,1,Ninguna,"Ingeniería, Tecnología y Construcción",Medio,2,Regular,4
20,Masculino,6,7,Deportes colectivos,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,4
17,Masculino,7,6,Deportes colectivos,4,2,8,Bastante,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,4
19,Femenino,5,8,Actividad aeróbica,0,0,7,Bastante,"Administración, Negocios y Contabilidad",Medio,3,Buena,4
17,Masculino,6,8,Mixta,0,0,2,Bastante,Ciencias Exactas y Ambientales,Medio,1,Buena,4
23,Masculino,4,7,Deportes colectivos,1,1,7,Bastante,"Ingeniería, Tecnología y Construcción",Alto,5,Regular,4
19,Masculino,6,9,Mixta,2,1,1.5,Poca,Ciencias Exactas y Ambientales,Medio,2,Mala,1
19,Femenino,5,6,Actividad aeróbica,0,0,2,Poca,"Ingeniería, Tecnología y Construcción",Medio,5,Regular,1
19,Masculino,5,5.5,Mixta,1,1,2,Poca,"Ingeniería, Tecnología y Construcción",Alto,3,Mala,1
20,Femenino,6,7,Actividad aeróbica,0,0,10,Bastante,Ciencias Sociales y Derecho,Medio,4,Buena,1
21,Masculino,5,7.5,Actividad aeróbica,0,0,4,Bastante,"Administración, Negocios y Contabilidad",Bajo,6,Buena,1
18,Masculino,4,7,No realiza actividad física,3,1,1,Poca,"Ingeniería, Tecnología y Construcción",Medio,2,Regular,1
19,Femenino,7,5,Actividad aeróbica,1,1,1,Regular,"Administración, Negocios y Contabilidad",Muy alto,3,Mala,1
22,Masculino,5,6.5,Deportes colectivos,2,1,3,Regular,Ciencias Sociales y Derecho,Medio,7,Regular,1
20,Femenino,5,6,No realiza actividad física,1,1,1,Poca,"Humanidades, Artes y Educación",Medio,5,Regular,1
21,Masculino,5,8,Deportes colectivos,1,1,14,Mucha,"Administración, Negocios y Contabilidad",Medio,5,Muy buena,1
22,Femenino,5,7.5,Actividad aeróbica,0,0,5,Bastante,"Administración, Negocios y Contabilidad",Bajo,7,Muy buena,1
20,Masculino,6,6.5,Actividad aeróbica,0,0,8,Bastante,"Ingeniería, Tecnología y Construcción",Alto,4,Buena,1
19,Masculino,6,5,Actividad aeróbica,5,2,1,Ninguna,"Ingeniería, Tecnología y Construcción",Muy alto,2,Mala,1
22,Masculino,5,7.5,Mixta,0,0,11,Mucha,"Ingeniería, Tecnología y Construcción",Medio,6,Buena,1
19,Masculino,5,6,Actividad aeróbica,1,1,2,Poca,Ciencias Sociales y Derecho,Alto,3,Regular,1
20,Femenino,6,5.5,Deportes colectivos,2,1,1,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,4,Mala,1
21,Masculino,5,7,Mixta,0,0,5,Bastante,Ciencias de la Salud,Bajo,5,Buena,1
20,Masculino,5,4.5,Mixta,2,1,1.5,Poca,"Ingeniería, Tecnología y Construcción",Medio,4,Muy buena,1
22,Femenino,5,7,Deportes colectivos,0,0,5,Bastante,"Administración, Negocios y Contabilidad",Medio,7,Buena,1
17,Masculino,6,5,Actividad aeróbica,1,2,1.5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,1,Regular,1
23,Masculino,5,6,Mixta,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Regular,1
17,Masculino,7,6,No realiza actividad física,0,0,3.5,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,1,Mala,1
20,Masculino,5,8,Actividad aeróbica,3,1,3,Poca,"Ingeniería, Tecnología y Construcción",Bajo,4,Muy buena,1
20,Masculino,7,8,Actividad aeróbica,4,3,1,Regular,"Ingeniería, Tecnología y Construcción",Nulo,6,Mala,1
22,Femenino,5,7,Actividad aeróbica,0,0,12,Bastante,"Humanidades, Artes y Educación",Alto,1,Regular,1
18,Masculino,6,6,Actividad aeróbica,4,2,3,Poca,Ciencias Sociales y Derecho,Nulo,3,Regular,1
22,Femenino,7,4,Actividad aeróbica,0,0,1.5,Mucha,"Administración, Negocios y Contabilidad",Muy alto,7,Muy mala,1
19,Femenino,5,4,No realiza actividad física,0,0,3,Poca,"Humanidades, Artes y Educación",Alto,5,Mala,1
21,Femenino,7,5,Actividad aeróbica,2,2,1,Bastante,Ciencias de la Salud,Muy alto,5,Mala,4
21,Femenino,5,9,Actividad aeróbica,1,0,4,Bastante,Ciencias Sociales y Derecho,Alto,5,Regular,4
20,Femenino,6,7,Actividad aeróbica,2,1,8,Regular,"Administración, Negocios y Contabilidad",Alto,3,Regular,4
19,Masculino,5,8,Deportes colectivos,0,0,12,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Buena,4
19,Femenino,6,5,Actividad aeróbica,0,0,5,Ninguna,Ciencias Sociales y Derecho,Alto,3,Mala,4
18,Femenino,5,7,Mixta,0,0,3.5,Ninguna,"Administración, Negocios y Contabilidad",Bajo,2,Regular,4
21,Masculino,5,5,Deportes colectivos,0,1,7.5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,5,Regular,4
24,Femenino,5,4,Mixta,0,0,6,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,7,Mala,4
19,Masculino,7,5,No realiza actividad física,1,1,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,2,Regular,7
20,Femenino,5,7,Actividad aeróbica,0,0,2,Bastante,"Ingeniería, Tecnología y Construcción",Alto,3,Regular,1
22,Femenino,4,5,No realiza actividad física,2,1,1,Bastante,Ciencias de la Salud,Alto,7,Mala,4
21,Masculino,5,5,Actividad aeróbica,1,1,12,Bastante,"Humanidades, Artes y Educación",Alto,7,Mala,4
20,Masculino,3,7,Mixta,0,1,10,Mucha,"Ingeniería, Tecnología y Construcción",Bajo,7,Buena,4
21,Masculino,5,5,Deportes colectivos,2,1,7,Regular,"Ingeniería, Tecnología y Construcción",Bajo,5,Regular,3
18,Masculino,5,3,Deportes colectivos,7,1,1.5,Ninguna,"Ingeniería, Tecnología y Construcción",Medio,3,Muy mala,4
20,Femenino,4,4,Mixta,2,2,6,Regular,"Ingeniería, Tecnología y Construcción",Alto,5,Buena,4
22,Femenino,NA,3,No realiza actividad física,4,3,12,Bastante,Ciencias Sociales y Derecho,Alto,6,Mala,3
22,Masculino,4,3,Actividad aeróbica,0,0,1,Ninguna,"Ingeniería, Tecnología y Construcción",Medio,5,Muy mala,3
21,Femenino,5,7,Deportes colectivos,3,2,2,Bastante,Ciencias de la Salud,Muy alto,1,Regular,3
17,Masculino,5,7,Deportes colectivos,0,0,4,Bastante,"Ingeniería, Tecnología y Construcción",Medio,1,Mala,4
23,Femenino,5,6,Actividad aeróbica,1,1,2.5,Regular,"Administración, Negocios y Contabilidad",Alto,9,Regular,4
21,Masculino,4,7,Mixta,3,2,10,Bastante,"Ingeniería, Tecnología y Construcción",Medio,8,Buena,4
22,Masculino,NA,5,Actividad aeróbica,1,1,7.5,Regular,Ciencias de la Salud,Alto,9,Mala,4
17,Masculino,5,7,Deportes colectivos,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,1,Regular,4
17,Masculino,5,7,Deportes colectivos,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,1,Regular,4
17,Masculino,5,7,Deportes colectivos,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,1,Buena,4
17,Masculino,5,7,Deportes colectivos,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,1,Buena,4
17,Masculino,5,7,Deportes colectivos,0,0,5,Regular,"Ingeniería, Tecnología y Construcción",Medio,1,Buena,4
17,Masculino,5,7,Deportes colectivos,0,0,5,Regular,"Ingeniería, Tecnología y Construcción",Medio,1,Buena,4
17,Masculino,5,7,Deportes colectivos,0,0,5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,1,Buena,4
17,Masculino,5,6,Deportes colectivos,0,0,5,Poca,"Ingeniería, Tecnología y Construcción",Medio,1,Regular,4
17,Masculino,5,7,Deportes colectivos,0,0,5,Mucha,"Ingeniería, Tecnología y Construcción",Medio,1,Buena,4
20,Femenino,4,9,Mixta,2,1,8,Mucha,Ciencias Exactas y Ambientales,Muy alto,7,Muy buena,4
20,Masculino,5,7,Actividad aeróbica,0,0,8,Bastante,"Ingeniería, Tecnología y Construcción",Medio,4,Buena,1
18,Masculino,5,10,No realiza actividad física,1,1,1.5,Poca,Ciencias Sociales y Derecho,Nulo,2,Muy buena,3
21,Femenino,4,7.4,Actividad aeróbica,0,0,3,Bastante,"Administración, Negocios y Contabilidad",Alto,5,Regular,1
23,Masculino,5,6.5,Actividad aeróbica,0,0,4.5,Regular,"Ingeniería, Tecnología y Construcción",Medio,8,Regular,1
22,Femenino,4,6.5,Mixta,1,1,2,Regular,"Administración, Negocios y Contabilidad",Medio,6,Regular,1
20,Masculino,5,7,Deportes colectivos,1,1,3.5,Bastante,"Ingeniería, Tecnología y Construcción",Medio,4,Buena,1
21,Masculino,5,7.5,Actividad aeróbica,0,0,6,Bastante,Ciencias Sociales y Derecho,Medio,5,Muy buena,1
19,Femenino,6,7,Actividad aeróbica,0,0,7.5,Bastante,Ciencias de la Salud,Medio,3,Buena,1
22,Masculino,5,6.5,No realiza actividad física,2,1,1,Poca,"Ingeniería, Tecnología y Construcción",Medio,6,Regular,1
21,Femenino,4,7.5,Actividad aeróbica,0,0,5.5,Bastante,"Administración, Negocios y Contabilidad",Bajo,5,Regular,1
20,Masculino,6,5.5,Actividad aeróbica,3,1,1,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,4,Mala,1
19,Femenino,5,8,Actividad aeróbica,0,0,9,Mucha,Ciencias Exactas y Ambientales,Bajo,2,Muy buena,1
22,Masculino,5,7,Mixta,0,0,5,Bastante,"Administración, Negocios y Contabilidad",Bajo,6,Buena,1
21,Masculino,5,6.5,Actividad aeróbica,1,1,6,Regular,"Administración, Negocios y Contabilidad",Alto,5,Buena,1
20,Femenino,4,4,Actividad aeróbica,4,2,1,Poca,"Humanidades, Artes y Educación",Muy alto,5,Mala,1
19,Masculino,5,5,Actividad aeróbica,3,1,1,Ninguna,"Ingeniería, Tecnología y Construcción",Medio,2,Mala,1
22,Masculino,7,7,Deportes colectivos,2,1,2.5,Bastante,Ciencias Exactas y Ambientales,Alto,7,Regular,4
21,Femenino,4,7.5,Actividad aeróbica,0,0,4,Bastante,"Administración, Negocios y Contabilidad",Bajo,4,Buena,1
23,Masculino,6,6,Actividad aeróbica,0,0,3,Bastante,"Ingeniería, Tecnología y Construcción",Alto,8,Regular,4
22,Masculino,5,7,Deportes colectivos,1,1,3,Regular,Ciencias Exactas y Ambientales,Medio,6,Buena,1
21,Masculino,5,6.5,Mixta,0,0,2,Bastante,Ciencias Sociales y Derecho,Alto,4,Regular,1
20,Femenino,5,6,Actividad aeróbica,0,0,1,Regular,Ciencias Sociales y Derecho,Alto,3,Regular,1
23,Masculino,4,8,Actividad aeróbica,0,0,9.5,Mucha,"Ingeniería, Tecnología y Construcción",Bajo,7,Muy buena,1
22,Femenino,4,6,Mixta,1,1,1.5,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,8,Regular,4
25,Masculino,7,5,Actividad aeróbica,4,1,2.5,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,4,Mala,4
23,Masculino,5,6,Deportes colectivos,0,0,2,Bastante,"Ingeniería, Tecnología y Construcción",Medio,8,Buena,4
20,Masculino,7,6,Deportes colectivos,3,2,1.5,Ninguna,"Ingeniería, Tecnología y Construcción",Muy alto,7,Mala,6
23,Masculino,3,6,Actividad aeróbica,2,1,2.5,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,10,Muy mala,4
21,Masculino,5,5,Deportes colectivos,2,1,1,Regular,"Ingeniería, Tecnología y Construcción",Medio,10,Regular,4
23,Masculino,4,7,Mixta,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,7,Regular,4
23,Femenino,5,6,Actividad aeróbica,3,1,5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,8,Regular,4
19,Masculino,7,7,Actividad aeróbica,1,1,2,Regular,"Administración, Negocios y Contabilidad",Alto,5,Buena,6
23,Femenino,8,7.5,Mixta,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,9,Regular,7
23,Femenino,5,7.5,Mixta,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,7,Regular,4
21,Femenino,5,6,Actividad aeróbica,2,1,10,Bastante,"Ingeniería, Tecnología y Construcción",Muy alto,9,Buena,4
19,Masculino,6,6,Actividad aeróbica,0,0,2,Poca,"Ingeniería, Tecnología y Construcción",Alto,3,Mala,6
18,Masculino,6,7,Actividad aeróbica,0,0,7,Mucha,"Administración, Negocios y Contabilidad",Medio,3,Buena,6
18,Masculino,6,7,Actividad aeróbica,0,0,5,Bastante,"Humanidades, Artes y Educación",Medio,3,Regular,6
19,Masculino,4,4,Actividad aeróbica,4,1,10,Bastante,"Ingeniería, Tecnología y Construcción",Alto,4,Mala,6
18,Masculino,5,5,Actividad aeróbica,4,1,4,Bastante,"Administración, Negocios y Contabilidad",Medio,3,Regular,6
18,Masculino,6,7,Actividad aeróbica,0,0,3,Bastante,"Administración, Negocios y Contabilidad",Muy alto,3,Mala,6
19,Femenino,5,8,Actividad aeróbica,0,0,4,Regular,"Ingeniería, Tecnología y Construcción",Bajo,3,Muy buena,6
18,Masculino,5,6,Actividad aeróbica,2,1,2,Mucha,"Administración, Negocios y Contabilidad",Muy alto,3,Regular,6
18,Femenino,4,6,Actividad aeróbica,0,0,4,Regular,"Humanidades, Artes y Educación",Medio,3,Regular,6
21,Masculino,6,7,Mixta,2,1,3,Regular,"Ingeniería, Tecnología y Construcción",Alto,8,Regular,6
18,Femenino,6,5,Mixta,0,0,2,Bastante,"Humanidades, Artes y Educación",Muy alto,3,Mala,6
18,Masculino,6,7,Deportes colectivos,1,0,12,Bastante,"Ingeniería, Tecnología y Construcción",Bajo,3,Regular,6
23,Masculino,6,6,Mixta,0,0,2,Regular,"Ingeniería, Tecnología y Construcción",Bajo,6,Buena,6
19,Femenino,5,8,Mixta,0,0,5,Bastante,"Administración, Negocios y Contabilidad",Nulo,7,Regular,6
20,Femenino,6,8,No realiza actividad física,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Medio,4,Regular,6
18,Femenino,6,6,Actividad aeróbica,0,0,1,Bastante,"Administración, Negocios y Contabilidad",Medio,3,Regular,6
17,Masculino,6,5,Deportes colectivos,0,0,1,Bastante,"Ingeniería, Tecnología y Construcción",Alto,1,Mala,8
17,Femenino,5,7,No realiza actividad física,0,0,2,Ninguna,"Ingeniería, Tecnología y Construcción",Alto,1,Regular,8
17,Masculino,6,6,Actividad aeróbica,6,1,3,Mucha,"Ingeniería, Tecnología y Construcción",Nulo,1,Regular,8
19,Femenino,6,7,Mixta,0,0,1,Mucha,"Ingeniería, Tecnología y Construcción",Medio,3,Regular,7
19,Femenino,5,5,No realiza actividad física,0,0,1,Regular,"Administración, Negocios y Contabilidad",Alto,3,Muy mala,6
19,Femenino,6,8,Actividad aeróbica,0,0,9.5,Bastante,"Administración, Negocios y Contabilidad",Medio,3,Regular,6
23,Masculino,5,8,Actividad aeróbica,1,0,5,Regular,"Ingeniería, Tecnología y Construcción",Nulo,6,Muy mala,3
23,Masculino,4,5,Actividad aeróbica,0,0,2,Ninguna,"Ingeniería, Tecnología y Construcción",Bajo,5,Muy mala,3
22,Femenino,4,8,Actividad aeróbica,0,0,1,Bastante,Ciencias Exactas y Ambientales,Bajo,8,Regular,3
23,Femenino,4,NA,Actividad aeróbica,2,2,1,Bastante,"Administración, Negocios y Contabilidad",Medio,6,Buena,3
23,Femenino,3,3,Mixta,3,3,1,Regular,Ciencias de la Salud,Medio,9,Mala,3
19,Femenino,5,7,Actividad aeróbica,0,0,5.5,Regular,"Ingeniería, Tecnología y Construcción",Nulo,3,Muy mala,3
18,Masculino,4,5,Actividad aeróbica,6,4,4,Bastante,Ciencias Sociales y Derecho,Alto,5,Regular,3
19,Femenino,5,8,Actividad aeróbica,0,0,5,Bastante,Ciencias Sociales y Derecho,Nulo,3,Regular,3
22,Masculino,5,7,Mixta,0,0,2,Ninguna,Ciencias de la Salud,Nulo,4,Mala,3
19,Femenino,6,7,Actividad aeróbica,4,1,2,Bastante,"Administración, Negocios y Contabilidad",Muy alto,3,Regular,1
19,Femenino,5,12,Actividad aeróbica,0,0,2,Poca,Ciencias de la Salud,Nulo,3,Mala,3
18,Femenino,5,6,Deportes colectivos,0,0,2,Ninguna,Ciencias Sociales y Derecho,Nulo,2,Regular,3
20,Masculino,5,8,Actividad aeróbica,0,0,5,Mucha,Ciencias Sociales y Derecho,Alto,4,Muy buena,3
21,Masculino,5,NA,Actividad aeróbica,4,2,1,Ninguna,Ciencias Sociales y Derecho,Medio,4,Buena,3
21,Masculino,5,3,Deportes colectivos,0,0,3,Regular,"Humanidades, Artes y Educación",Nulo,3,Regular,3
21,Masculino,5,NA,Actividad aeróbica,1,1,1,Poca,Ciencias Exactas y Ambientales,Bajo,4,Regular,3
21,Femenino,6,7,Mixta,7,4,1,Bastante,Ciencias Sociales y Derecho,Alto,2,Buena,3
21,Femenino,6,4,Actividad aeróbica,0,0,7.5,Bastante,"Administración, Negocios y Contabilidad",Nulo,4,Regular,3
22,Femenino,5,6,Actividad aeróbica,2,3,5,Regular,"Administración, Negocios y Contabilidad",Alto,5,Buena,3
21,Femenino,5,5,Actividad aeróbica,0,2,5,Ninguna,Ciencias Sociales y Derecho,Nulo,5,Regular,3
19,Masculino,3,7,Actividad aeróbica,4,3,1,Regular,"Administración, Negocios y Contabilidad",Nulo,3,Buena,3
19,Masculino,5,5,Actividad aeróbica,0,4,2,Ninguna,Ciencias de la Salud,Nulo,2,Regular,3
22,Masculino,5,8,Deportes colectivos,0,0,1,Bastante,"Humanidades, Artes y Educación",Nulo,4,Buena,3
23,Masculino,5,6,Actividad aeróbica,2,3,2,Ninguna,"Administración, Negocios y Contabilidad",Nulo,7,Regular,3
21,Masculino,5,6,Actividad aeróbica,1,1,1,Poca,"Administración, Negocios y Contabilidad",Bajo,4,Regular,3
22,Masculino,NA,3,Actividad aeróbica,3,2,NA,Regular,Ciencias de la Salud,Alto,4,Regular,3
18,Masculino,3,NA,Actividad aeróbica,4,2,2,Regular,"Ingeniería, Tecnología y Construcción",Medio,1,Muy buena,3
19,Masculino,6,6,Mixta,0,0,1,Bastante,Ciencias de la Salud,Nulo,2,Regular,3
21,Masculino,5,8,Actividad aeróbica,0,0,3,Bastante,Ciencias Sociales y Derecho,Nulo,3,Buena,3
20,Femenino,5,7,Actividad aeróbica,1,1,1,Bastante,Ciencias Exactas y Ambientales,Alto,3,Muy buena,3
18,Masculino,5,7,Mixta,2,2,1,Bastante,"Humanidades, Artes y Educación",Muy alto,1,Regular,3
19,Femenino,6,7,Actividad aeróbica,1,1,5,Ninguna,Ciencias Sociales y Derecho,Medio,2,Buena,3
19,Femenino,6,5,Actividad aeróbica,3,2,5,Ninguna,Ciencias de la Salud,Medio,2,Buena,3
21,Femenino,6,6,Actividad aeróbica,0,1,5,Poca,"Administración, Negocios y Contabilidad",Bajo,3,Buena,3
20,Femenino,5,7,Deportes colectivos,0,2,5,Poca,Ciencias de la Salud,Alto,3,Mala,3
22,Masculino,5,8,Mixta,2,3,2,Poca,Ciencias de la Salud,Medio,3,Muy buena,3
22,Femenino,6,6,Mixta,5,3,6,Regular,Ciencias Sociales y Derecho,Alto,4,Buena,3
22,Masculino,6,5,Actividad aeróbica,5,3,5,Regular,Ciencias de la Salud,Muy alto,5,Regular,3
22,Masculino,6,NA,No realiza actividad física,0,2,8,Poca,Ciencias Exactas y Ambientales,Medio,3,Buena,3
20,Femenino,5,4,Mixta,5,4,4,Regular,"Humanidades, Artes y Educación",Medio,4,Buena,3
22,Masculino,6,6,Actividad aeróbica,4,3,2,Regular,Ciencias de la Salud,Alto,4,Buena,3
21,Femenino,7,7,Actividad aeróbica,4,3,5,Regular,Ciencias Sociales y Derecho,Alto,5,Buena,3
21,Masculino,7,NA,Actividad aeróbica,4,3,5,Bastante,Ciencias de la Salud,Muy alto,4,Buena,3
18,Masculino,6,5,Actividad aeróbica,5,3,4,Mucha,Ciencias Exactas y Ambientales,Medio,1,Muy buena,3
21,Masculino,7,4,Actividad aeróbica,2,2,4,Poca,Ciencias Exactas y Ambientales,Alto,1,Mala,3
20,Masculino,6,7,Actividad aeróbica,3,3,4,Poca,"Humanidades, Artes y Educación",Alto,2,Mala,3
21,Masculino,5,9,Actividad aeróbica,5,1,1,Regular,"Humanidades, Artes y Educación",Alto,5,Regular,3
21,Masculino,5,NA,Mixta,4,2,6,Poca,Ciencias Sociales y Derecho,Alto,3,Regular,3
21,Masculino,5,4,Mixta,1,2,5,Poca,Ciencias Exactas y Ambientales,Bajo,3,Buena,3
20,Masculino,6,7,Actividad aeróbica,2,3,4,Poca,"Administración, Negocios y Contabilidad",Muy alto,2,Regular,3
20,Masculino,7,6,Actividad aeróbica,3,2,8,Poca,"Humanidades, Artes y Educación",Bajo,3,Mala,3
21,Femenino,3,5,Mixta,0,0,1,Bastante,Ciencias de la Salud,Muy alto,9,Regular,3
23,Masculino,5,6,Actividad aeróbica,1,0,2,Bastante,"Administración, Negocios y Contabilidad",Muy alto,9,Buena,3
17,Femenino,6,8,Actividad aeróbica,0,0,1,Regular,Ciencias Sociales y Derecho,Bajo,1,Buena,3
25,Masculino,5,5,Actividad aeróbica,0,0,3,Bastante,"Ingeniería, Tecnología y Construcción",Medio,10,Regular,3
22,Masculino,8,5,Deportes colectivos,1,1,4,Ninguna,Ciencias de la Salud,Bajo,6,Mala,3
21,Masculino,7,NA,Actividad aeróbica,1,1,5,Ninguna,Ciencias Sociales y Derecho,Nulo,3,Muy buena,3
22,Masculino,7,NA,Actividad aeróbica,3,2,2,Poca,"Humanidades, Artes y Educación",Bajo,2,Buena,3
20,Masculino,7,4,Actividad aeróbica,2,3,5,Ninguna,Ciencias Sociales y Derecho,Bajo,2,Regular,3
21,Masculino,6,NA,Actividad aeróbica,2,1,4,Ninguna,Ciencias Exactas y Ambientales,Bajo,2,Buena,3
21,Masculino,7,8,Actividad aeróbica,2,2,5,Ninguna,"Administración, Negocios y Contabilidad",Nulo,1,Muy mala,3
20,Masculino,7,NA,Actividad aeróbica,1,1,1,Ninguna,Ciencias de la Salud,Bajo,2,Buena,3
21,Masculino,4,NA,Actividad aeróbica,3,3,1,Poca,"Humanidades, Artes y Educación",Muy alto,3,Buena,3
22,Masculino,6,NA,Actividad aeróbica,4,2,1,Regular,Ciencias Sociales y Derecho,Bajo,5,Regular,3
22,Femenino,7,3,Actividad aeróbica,5,3,2,Regular,Ciencias de la Salud,Nulo,4,Buena,3
21,Masculino,7,9,Mixta,2,0,1,Ninguna,Ciencias de la Salud,Bajo,3,Regular,3
24,Femenino,5,7,Actividad aeróbica,3,2,3,Poca,Ciencias de la Salud,Medio,5,Regular,3
21,Masculino,6,6,Mixta,4,3,1,Poca,"Humanidades, Artes y Educación",Medio,4,Muy buena,3
21,Femenino,7,7,Mixta,4,2,2,Poca,"Ingeniería, Tecnología y Construcción",Bajo,3,Regular,3
22,Femenino,7,8,Actividad aeróbica,2,2,5,Poca,"Administración, Negocios y Contabilidad",Medio,4,Regular,3
21,Masculino,6,8,Mixta,4,2,4,Ninguna,"Administración, Negocios y Contabilidad",Medio,3,Regular,3
21,Masculino,6,9,No realiza actividad física,3,4,1,Poca,"Humanidades, Artes y Educación",Bajo,2,Buena,3
25,Femenino,7,9,Actividad aeróbica,3,3,3,Poca,Ciencias de la Salud,Alto,3,Regular,3
21,Femenino,7,9,Actividad aeróbica,4,3,2,Regular,Ciencias Sociales y Derecho,Medio,3,Mala,3
23,Masculino,7,4,Actividad aeróbica,5,3,5,Regular,Ciencias Sociales y Derecho,Medio,4,Regular,3
24,Femenino,5,3,Mixta,5,3,1,Regular,Ciencias Sociales y Derecho,Alto,6,Regular,3
21,Masculino,8,9,Actividad aeróbica,5,3,1,Regular,Ciencias de la Salud,Alto,3,Regular,3
21,Masculino,6,6,Mixta,5,4,4,Regular,Ciencias Exactas y Ambientales,Alto,3,Regular,3
21,Masculino,8,10,Mixta,1,4,4,Poca,"Administración, Negocios y Contabilidad",Bajo,3,Mala,3
21,Masculino,7,5,Mixta,3,3,5,Regular,Ciencias Sociales y Derecho,Bajo,3,Muy mala,3
18,Femenino,7,7,Actividad aeróbica,2,3,5,Poca,"Administración, Negocios y Contabilidad",Alto,2,Muy mala,3
19,Masculino,8,5,Actividad aeróbica,3,3,4,Poca,Ciencias de la Salud,Medio,2,Mala,3
25,Femenino,7,5,Mixta,5,2,4,Poca,Ciencias de la Salud,Medio,4,Muy mala,3
21,Femenino,7,11,Actividad aeróbica,2,3,4,Poca,"Administración, Negocios y Contabilidad",Medio,3,Buena,3
19,Masculino,7,5,Actividad aeróbica,4,4,5,Regular,"Administración, Negocios y Contabilidad",Medio,3,Buena,3
22,Masculino,7,7,Actividad aeróbica,4,3,4,Poca,"Administración, Negocios y Contabilidad",Alto,4,Regular,3
21,Masculino,4,5,Actividad aeróbica,3,3,5,Regular,Ciencias de la Salud,Alto,6,Mala,3
19,Femenino,6,9,Actividad aeróbica,0,0,12,Bastante,"Humanidades, Artes y Educación",Bajo,3,Buena,4
20,Masculino,5,7,Actividad aeróbica,0,0,16,Bastante,"Ingeniería, Tecnología y Construcción",Medio,4,Regular,4
21,Masculino,4,5,No realiza actividad física,0,0,1.41,Bastante,Ciencias Exactas y Ambientales,Alto,6,Mala,1
22,Masculino,3,5.21,Actividad aeróbica,1,1,1.56,Bastante,Ciencias Exactas y Ambientales,Alto,5,Mala,1
21,Masculino,4,4.51,No realiza actividad física,0,0,1.51,Bastante,Ciencias Exactas y Ambientales,Muy alto,4,Mala,1
20,Masculino,3,5.21,Actividad aeróbica,0,0,1.23,Bastante,Ciencias Exactas y Ambientales,Muy alto,5,Muy mala,1
21,Masculino,3,5.78,No realiza actividad física,0,0,1.69,Ninguna,Ciencias Exactas y Ambientales,Alto,8,Mala,1
24,Masculino,6,4.9,Deportes colectivos,0,0,1,Regular,"Ingeniería, Tecnología y Construcción",Muy alto,4,Mala,3
17,Femenino,8,5.5,Mixta,0,0,4.2,Regular,"Ingeniería, Tecnología y Construcción",Alto,2,Mala,3
19,Masculino,5,5.8,Deportes colectivos,0,0,3.7,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,2,Regular,3
24,Femenino,NA,5,Actividad aeróbica,1,2,1,Poca,"Ingeniería, Tecnología y Construcción",Muy alto,4,Mala,4
23,Femenino,7,7,Mixta,0,0,1.5,Bastante,"Ingeniería, Tecnología y Construcción",Alto,6,Mala,8
