age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,y
60,technician,single,primary,no,,no,no,cellular,26,aug,323,1,0,yes
30,entrepreneur,married,secondary,no,5946,yes,no,cellular,19,nov,1065,1,1,no
58,housemaid,married,tertiary,no,5497,no,no,,11,jun,138,5,0,no
60,retired,married,primary,no,5055,no,no,cellular,4,jun,207,1,0,no
38,services,married,secondary,no,4860,no,no,,25,jun,456,3,0,no
51,technician,married,secondary,no,4621,yes,no,cellular,5,aug,261,1,0,no
42,admin.,married,secondary,no,4604,yes,no,cellular,11,may,80,1,4,no
30,services,single,secondary,no,5000,yes,no,cellular,18,may,131,6,9,no
40,management,married,primary,no,5733,yes,no,,6,jun,94,7,0,no
37,management,married,tertiary,no,5393,yes,no,cellular,14,may,567,3,4,yes
53,technician,divorced,primary,no,12290,yes,no,,30,may,153,1,0,no
27,services,single,secondary,no,5468,yes,no,cellular,13,may,109,1,0,no
39,blue-collar,married,secondary,no,5000,yes,no,cellular,30,apr,53,1,1,no
39,blue-collar,married,primary,no,8705,yes,no,,16,jun,77,1,0,no
59,retired,married,tertiary,no,14676,no,no,telephone,27,mar,234,2,0,yes
37,services,married,secondary,no,6328,yes,no,telephone,13,may,121,2,4,no
41,blue-collar,married,primary,no,5008,yes,no,cellular,15,jul,155,2,0,no
45,blue-collar,married,primary,no,5061,no,no,cellular,17,apr,108,1,0,no
48,management,married,tertiary,no,11613,no,no,,17,jun,159,3,0,no
48,technician,married,secondary,no,5302,yes,no,,26,may,208,3,0,no
32,blue-collar,married,secondary,no,6005,no,no,cellular,12,may,215,1,0,no
35,services,married,secondary,no,5109,yes,no,,6,may,597,3,0,no
33,management,single,tertiary,no,6240,yes,no,cellular,4,feb,505,2,1,no
28,blue-collar,single,primary,no,5000,yes,yes,,3,jun,380,4,0,no
64,retired,married,,no,7923,no,no,cellular,12,mar,120,1,0,no
35,technician,married,secondary,no,5000,no,no,cellular,27,aug,106,4,0,no
33,blue-collar,married,secondary,no,5043,yes,no,cellular,14,may,332,2,2,no
41,technician,married,secondary,no,5288,yes,no,,15,may,221,4,0,no
34,admin.,married,secondary,no,5613,yes,no,cellular,4,jun,80,1,0,no
37,technician,single,tertiary,no,11101,no,no,cellular,4,may,60,5,1,no
38,blue-collar,married,primary,no,5168,yes,yes,telephone,13,may,212,3,0,no
39,blue-collar,married,primary,no,,yes,no,cellular,14,apr,493,3,0,no
35,technician,divorced,tertiary,no,9515,yes,no,cellular,19,nov,98,2,0,no
28,blue-collar,single,secondary,no,5517,no,yes,cellular,8,jul,681,1,0,yes
27,blue-collar,single,secondary,no,5148,no,no,cellular,22,jul,203,1,0,no
48,retired,married,primary,yes,4715,no,yes,cellular,19,nov,157,1,0,no
50,blue-collar,married,secondary,no,5887,no,no,,16,jun,287,1,0,no
45,self-employed,married,secondary,no,8098,yes,no,cellular,7,aug,159,2,0,no
41,technician,married,tertiary,no,5744,yes,no,,14,may,125,1,0,no
39,technician,married,secondary,no,5130,no,no,cellular,8,jul,202,2,0,no
44,management,married,secondary,no,5438,yes,no,telephone,8,may,37,3,1,no
54,admin.,married,secondary,no,5000,no,no,cellular,28,jan,161,1,2,yes
49,management,married,tertiary,no,5322,no,no,cellular,6,aug,72,4,0,no
34,blue-collar,single,secondary,no,5186,no,no,cellular,2,feb,342,1,0,no
75,retired,divorced,tertiary,no,8810,yes,no,cellular,16,nov,262,1,1,yes
42,management,married,tertiary,no,5000,no,no,cellular,13,aug,325,2,0,no
53,blue-collar,married,secondary,no,9380,no,no,telephone,19,aug,223,7,0,no
49,management,divorced,tertiary,no,5755,no,no,cellular,31,jul,1212,4,0,yes
31,services,single,secondary,no,7070,no,no,cellular,29,aug,319,2,0,no
45,blue-collar,single,primary,no,5999,no,no,cellular,29,jan,182,2,0,no
39,self-employed,married,secondary,no,5167,yes,yes,cellular,17,jul,330,1,0,no
46,technician,married,secondary,no,6322,yes,yes,cellular,19,nov,514,1,0,no
42,admin.,divorced,secondary,no,6076,yes,no,,14,may,213,1,0,no
37,management,married,tertiary,no,5502,yes,no,cellular,7,may,551,1,1,no
26,technician,single,tertiary,no,6216,yes,no,cellular,16,apr,472,2,0,no
37,management,single,tertiary,no,5876,yes,no,cellular,15,apr,140,4,2,no
36,services,single,secondary,no,5342,yes,no,,7,may,142,1,0,no
29,blue-collar,single,primary,no,5950,yes,no,,4,jun,135,3,0,no
36,blue-collar,married,primary,no,5973,yes,yes,,23,may,293,1,0,no
26,technician,married,tertiary,no,8825,yes,no,,13,may,107,1,0,no
32,blue-collar,married,secondary,no,7366,yes,no,,20,may,127,2,0,no
40,management,married,tertiary,no,5542,yes,no,cellular,20,nov,,1,0,no
53,management,married,primary,no,5995,no,no,cellular,4,feb,200,3,0,no
29,management,married,tertiary,no,5020,yes,no,cellular,12,may,418,1,0,no
34,technician,single,tertiary,no,5228,yes,no,cellular,22,jul,387,4,0,no
43,blue-collar,married,secondary,no,5130,no,no,cellular,5,may,156,1,3,no
56,management,married,tertiary,no,5217,no,yes,cellular,21,jul,121,2,0,no
55,entrepreneur,divorced,tertiary,no,5000,no,no,,6,jun,108,2,0,no
31,self-employed,married,tertiary,no,5259,yes,no,cellular,7,may,47,1,0,no
27,admin.,single,secondary,no,5619,yes,no,cellular,20,apr,,5,4,no
36,management,married,secondary,no,5644,yes,no,cellular,18,nov,54,2,0,no
44,management,married,tertiary,no,5022,yes,no,cellular,6,aug,265,2,0,no
37,admin.,divorced,tertiary,no,9303,yes,no,,23,may,168,1,0,no
30,admin.,single,secondary,no,5239,yes,no,cellular,7,may,115,3,0,no
42,technician,single,secondary,no,5275,no,no,cellular,26,aug,31,8,0,no
30,management,married,tertiary,no,6221,yes,no,telephone,25,jul,279,4,0,yes
62,retired,married,secondary,no,5816,no,no,cellular,1,sep,28,2,0,no
24,blue-collar,married,secondary,no,6222,yes,no,cellular,20,apr,369,1,0,no
31,technician,married,secondary,no,7363,yes,no,,13,may,247,1,0,no
66,retired,married,tertiary,no,7262,no,no,cellular,22,apr,155,1,0,no
47,admin.,married,secondary,no,5002,no,no,cellular,10,jul,89,1,0,no
39,entrepreneur,married,tertiary,no,5002,yes,no,cellular,17,nov,180,1,0,no
35,technician,married,secondary,no,9508,yes,no,cellular,18,nov,854,1,0,yes
35,admin.,divorced,secondary,no,4598,yes,no,cellular,17,apr,46,1,0,no
27,technician,married,secondary,no,6577,yes,yes,,28,may,266,2,0,no
32,blue-collar,married,secondary,no,5034,yes,no,cellular,5,may,321,2,0,no
44,management,married,tertiary,no,5795,no,no,cellular,28,aug,99,24,0,no
42,blue-collar,married,secondary,no,5117,yes,no,,9,may,147,1,0,no
34,self-employed,single,tertiary,no,10462,no,no,cellular,30,apr,430,1,0,yes
25,services,single,secondary,no,5402,no,yes,cellular,7,jul,264,1,0,no
40,technician,single,secondary,no,5641,no,no,cellular,16,jul,156,6,0,no
43,management,divorced,tertiary,no,5036,no,no,cellular,26,may,118,1,2,no
55,unemployed,married,tertiary,no,5383,no,no,,6,may,343,3,0,no
50,blue-collar,married,secondary,no,5283,yes,no,cellular,7,aug,226,3,0,no
45,management,divorced,tertiary,no,5000,no,no,,1,jun,,1,0,no
35,blue-collar,divorced,secondary,no,8102,yes,no,cellular,20,nov,138,1,0,no
32,blue-collar,married,secondary,no,5889,yes,no,cellular,10,sep,185,1,5,yes
59,housemaid,married,secondary,no,5000,no,no,telephone,3,feb,722,1,4,no
34,self-employed,married,secondary,no,4630,yes,no,,21,may,748,1,0,no
39,management,married,tertiary,no,4394,yes,no,,26,may,142,1,0,no
40,management,single,secondary,no,,yes,no,cellular,17,nov,523,3,0,no
36,blue-collar,single,primary,no,6313,yes,no,,20,jun,,10,0,no
40,management,married,tertiary,no,13969,yes,no,cellular,17,nov,153,1,0,no
55,self-employed,married,secondary,no,4804,yes,no,,20,may,210,2,0,no
38,entrepreneur,married,secondary,yes,5015,yes,no,cellular,10,jul,121,1,0,no
61,admin.,married,secondary,no,9608,no,no,cellular,12,mar,212,1,0,yes
41,management,married,tertiary,no,5666,yes,no,,21,may,253,3,0,no
57,blue-collar,married,primary,no,5452,yes,no,,13,may,139,4,0,no
48,blue-collar,married,secondary,no,5149,yes,no,,9,may,71,1,0,no
77,retired,married,tertiary,no,12802,no,no,telephone,4,may,421,1,2,yes
35,services,married,secondary,no,6453,yes,no,,28,may,199,1,0,no
54,blue-collar,married,secondary,no,6480,yes,no,,14,may,108,1,0,no
37,management,single,,no,5715,yes,no,,20,may,247,2,0,no
56,management,single,secondary,no,5237,yes,no,telephone,9,jul,236,4,0,no
40,technician,married,secondary,no,5694,yes,no,cellular,4,feb,97,4,5,no
40,management,married,tertiary,no,5000,no,no,cellular,14,jul,109,8,0,no
54,management,married,tertiary,no,5055,yes,no,cellular,2,jun,112,2,0,no
55,housemaid,married,primary,no,5136,yes,no,,19,jun,,10,0,no
55,services,divorced,secondary,yes,4596,yes,no,cellular,22,jul,502,3,0,no
52,blue-collar,married,primary,no,5779,yes,no,,16,may,30,3,0,no
55,blue-collar,single,primary,no,6187,yes,no,,2,jun,193,2,0,no
33,management,married,tertiary,no,5641,yes,no,cellular,13,aug,347,2,0,no
52,blue-collar,married,,no,5826,yes,no,,15,may,468,2,0,no
33,services,divorced,secondary,no,5991,yes,no,,27,may,148,1,0,no
53,admin.,married,secondary,no,6796,no,no,telephone,16,mar,295,1,2,yes
46,admin.,married,secondary,no,5022,no,no,cellular,26,aug,388,6,0,yes
44,technician,single,secondary,no,5244,yes,no,cellular,12,aug,,4,0,yes
48,management,divorced,tertiary,no,6328,yes,no,,6,may,339,1,0,no
50,housemaid,married,secondary,no,12317,yes,no,cellular,13,may,172,1,1,no
34,technician,single,secondary,no,9943,yes,yes,cellular,19,nov,117,2,0,no
38,technician,single,secondary,no,5258,no,yes,,20,jun,587,2,0,no
42,management,single,tertiary,no,,yes,no,cellular,19,nov,501,2,0,no
32,management,single,tertiary,no,,no,no,cellular,14,aug,203,5,1,no
58,admin.,married,secondary,no,5002,yes,yes,telephone,25,jul,282,9,0,no
31,management,married,tertiary,no,5013,no,no,cellular,28,aug,110,5,0,no
19,student,single,primary,no,5103,no,no,cellular,10,jul,104,2,0,yes
41,management,married,tertiary,no,8872,no,no,cellular,15,oct,231,1,0,no
31,unemployed,married,secondary,no,5296,yes,no,,20,may,378,3,0,no
52,self-employed,single,primary,no,5217,no,yes,cellular,15,jul,193,6,0,no
42,self-employed,divorced,tertiary,no,5360,yes,no,,24,jun,110,5,0,no
41,blue-collar,single,secondary,no,5428,yes,no,cellular,12,may,92,1,0,no
30,blue-collar,single,secondary,no,5315,no,no,cellular,23,jun,1407,1,0,yes
38,blue-collar,married,secondary,no,5121,yes,yes,cellular,6,feb,168,1,2,no
32,management,married,tertiary,no,5820,yes,no,cellular,17,jul,738,3,0,no
52,technician,married,secondary,no,5195,yes,no,cellular,18,feb,220,1,5,yes
48,management,divorced,tertiary,no,5108,yes,no,,27,may,89,2,0,no
36,management,married,tertiary,no,4619,yes,no,cellular,31,jul,30,29,0,no
45,unemployed,divorced,primary,no,5757,no,no,cellular,20,apr,103,1,4,no
34,technician,married,tertiary,no,5691,yes,yes,,2,jun,70,1,0,no
36,blue-collar,married,primary,no,6925,yes,no,cellular,20,apr,904,2,0,yes
34,management,married,tertiary,no,5902,yes,no,cellular,14,may,159,1,2,no
61,retired,married,secondary,no,10207,no,no,cellular,11,sep,336,1,2,no
54,services,married,secondary,no,5000,no,no,,19,jun,220,1,0,no
50,entrepreneur,married,secondary,no,5665,no,no,telephone,17,nov,238,1,0,no
43,admin.,divorced,secondary,no,5738,yes,no,cellular,21,nov,585,4,4,no
47,blue-collar,married,primary,no,5233,no,no,cellular,8,aug,293,3,0,no
45,services,married,secondary,no,4161,yes,no,,28,may,68,1,0,no
57,retired,married,primary,no,10799,no,no,,17,jun,97,1,0,no
27,admin.,married,secondary,no,6033,yes,no,,9,may,,1,0,no
49,unemployed,divorced,secondary,no,5066,no,no,cellular,9,jul,218,3,0,no
43,services,married,primary,no,7567,yes,no,cellular,14,may,109,1,2,no
40,management,married,tertiary,no,6584,yes,no,telephone,21,nov,661,1,0,no
32,services,single,secondary,no,5182,yes,no,cellular,6,may,145,1,0,no
58,management,married,primary,no,5076,yes,no,telephone,18,may,54,4,0,no
34,admin.,single,secondary,no,5663,yes,no,cellular,20,apr,111,1,0,no
46,technician,divorced,secondary,no,8455,yes,no,,14,may,566,2,0,no
29,blue-collar,married,secondary,no,5015,no,no,cellular,3,jun,136,1,0,no
52,blue-collar,married,primary,no,6054,no,no,cellular,4,aug,273,1,0,no
45,management,married,tertiary,no,6529,no,no,cellular,30,jun,160,1,0,no
26,management,single,secondary,no,5063,no,no,cellular,28,jul,76,4,0,no
40,technician,married,tertiary,no,5000,no,no,cellular,19,aug,44,1,0,no
41,admin.,married,secondary,no,5920,yes,yes,,27,may,239,1,0,no
47,admin.,single,secondary,no,8696,no,no,cellular,12,jul,250,2,4,yes
27,technician,single,,no,5059,no,no,cellular,15,jul,792,4,0,no
27,services,married,secondary,no,5000,yes,no,cellular,23,jul,198,13,0,no
48,blue-collar,married,secondary,no,5157,yes,no,,6,may,73,1,0,no
49,admin.,married,secondary,no,7465,no,no,cellular,20,aug,157,3,0,no
35,blue-collar,married,primary,no,5000,yes,no,cellular,24,jul,90,6,0,no
47,self-employed,married,secondary,yes,5002,no,no,cellular,5,feb,236,2,0,no
54,management,married,tertiary,no,5000,no,no,cellular,16,jul,118,5,0,no
39,management,single,tertiary,no,,no,no,telephone,18,nov,40,1,0,no
28,student,single,secondary,no,5378,yes,no,cellular,17,apr,346,1,0,no
54,blue-collar,married,primary,no,5211,no,no,,19,jun,200,2,0,no
34,technician,married,secondary,no,4772,yes,no,cellular,20,apr,187,3,3,no
63,retired,married,secondary,no,7747,no,no,cellular,11,sep,113,1,1,no
42,self-employed,married,tertiary,no,6932,yes,no,,16,may,192,32,0,no
43,technician,single,secondary,no,,no,no,,29,may,92,1,0,no
37,admin.,married,secondary,no,6314,yes,no,cellular,8,may,682,2,7,no
55,blue-collar,married,primary,no,7275,no,no,cellular,25,aug,139,9,0,no
43,management,single,tertiary,no,6304,no,no,cellular,6,aug,501,2,0,yes
41,blue-collar,married,secondary,yes,5720,no,yes,cellular,24,jul,651,1,0,yes
47,technician,divorced,secondary,no,7914,yes,no,cellular,18,aug,405,13,0,no
34,technician,married,secondary,no,6464,yes,no,,23,may,350,1,0,no
28,student,single,secondary,no,,no,no,cellular,8,apr,125,2,0,no
36,services,married,secondary,no,4698,yes,no,cellular,13,may,36,2,0,no
50,technician,married,secondary,no,7497,yes,no,cellular,21,nov,35,1,1,no
35,blue-collar,married,secondary,no,4661,yes,no,,8,may,389,2,0,no
40,technician,married,secondary,no,5056,yes,yes,cellular,29,jan,194,1,1,no
26,self-employed,single,tertiary,no,5211,no,no,cellular,29,jan,168,3,0,no
36,management,divorced,tertiary,no,8611,yes,no,,4,jun,347,3,0,no
59,unemployed,married,primary,no,5000,no,no,cellular,30,jan,,2,0,no
28,student,single,secondary,no,5459,no,no,cellular,16,mar,83,13,0,no
46,entrepreneur,married,,no,5242,yes,no,,9,may,332,2,0,no
50,self-employed,married,secondary,no,6138,no,no,cellular,14,aug,219,10,0,no
53,management,married,tertiary,no,6319,yes,no,cellular,16,apr,427,1,1,no
81,retired,married,secondary,no,5001,no,no,cellular,19,aug,65,5,0,no
35,services,divorced,secondary,no,5067,yes,no,cellular,5,may,192,2,0,no
58,retired,married,,no,5937,no,no,cellular,5,aug,155,1,0,no
44,services,married,secondary,no,5000,yes,yes,cellular,11,may,161,1,0,no
38,management,married,tertiary,no,4442,yes,no,cellular,21,jul,533,1,0,no
49,blue-collar,married,secondary,no,5171,no,no,cellular,4,feb,,3,2,no
33,technician,single,tertiary,no,5696,no,yes,cellular,5,feb,193,1,8,no
29,management,married,tertiary,no,5361,yes,yes,cellular,28,jul,819,3,0,no
28,technician,single,secondary,no,5227,no,no,cellular,30,apr,278,1,0,yes
31,admin.,married,secondary,no,5236,yes,yes,telephone,4,may,211,3,0,no
33,management,single,tertiary,no,4947,no,no,cellular,29,jan,617,2,0,no
52,technician,married,secondary,no,5192,yes,no,cellular,23,jul,61,2,0,no
43,management,divorced,tertiary,no,5038,yes,no,cellular,25,jul,197,6,0,no
32,self-employed,single,secondary,no,5518,yes,no,cellular,18,may,34,7,0,no
36,self-employed,married,tertiary,no,5016,yes,yes,cellular,18,jul,95,4,0,no
41,blue-collar,married,secondary,no,4744,yes,no,,3,jun,147,2,0,no
43,blue-collar,married,secondary,no,5105,no,yes,cellular,4,jul,668,2,0,no
45,self-employed,married,tertiary,no,5334,no,no,,5,jun,87,2,0,no
39,technician,married,secondary,no,6048,no,yes,cellular,21,jul,405,1,0,no
41,services,married,secondary,no,5108,yes,yes,,13,may,83,7,0,no
31,technician,married,secondary,no,5660,no,no,cellular,22,jun,115,1,0,no
37,unemployed,single,tertiary,yes,5000,yes,no,cellular,10,jul,108,1,0,no
28,entrepreneur,married,,no,6034,no,no,cellular,29,jan,113,1,0,no
47,housemaid,married,primary,no,5201,yes,no,cellular,7,aug,58,2,1,no
37,housemaid,married,primary,no,5189,no,no,cellular,8,aug,148,4,0,no
60,retired,divorced,,no,4951,yes,no,cellular,29,jan,188,1,2,no
43,technician,divorced,secondary,no,,yes,no,telephone,28,jul,75,3,0,no
58,retired,divorced,tertiary,no,5264,yes,yes,cellular,8,jul,523,3,0,no
52,entrepreneur,married,tertiary,no,5054,yes,yes,telephone,18,nov,103,1,0,no
50,blue-collar,married,primary,no,,yes,no,cellular,17,apr,146,2,4,no
32,services,single,secondary,no,7881,no,no,cellular,2,jul,356,1,0,yes
42,blue-collar,married,primary,no,5000,yes,no,cellular,17,jul,71,1,0,no
31,admin.,married,secondary,no,5088,yes,yes,cellular,8,aug,189,2,0,no
28,blue-collar,married,secondary,no,6020,yes,no,,28,may,251,1,0,no
36,technician,divorced,tertiary,no,5119,no,no,cellular,23,jul,127,8,0,no
51,unemployed,single,tertiary,no,6594,no,no,telephone,4,feb,197,1,0,no
46,technician,married,tertiary,no,5342,yes,yes,cellular,5,may,84,1,0,no
50,services,single,secondary,no,5072,no,no,,8,may,141,2,0,no
32,blue-collar,married,secondary,no,5014,yes,no,,2,jun,171,1,0,no
26,entrepreneur,single,tertiary,no,5081,no,no,cellular,21,jul,262,3,0,no
41,self-employed,married,tertiary,no,5231,no,no,cellular,7,aug,352,2,0,yes
39,technician,married,tertiary,no,6161,yes,no,cellular,9,apr,236,1,1,no
31,blue-collar,married,secondary,no,4955,yes,no,,2,jun,184,1,0,no
28,management,single,tertiary,no,5231,yes,yes,cellular,25,jul,568,2,0,no
31,management,single,secondary,no,5036,no,no,cellular,27,aug,105,2,0,no
30,technician,married,tertiary,no,6570,yes,no,cellular,26,may,260,1,0,no
35,technician,married,tertiary,no,12050,no,no,cellular,11,aug,222,3,4,yes
33,blue-collar,married,primary,no,8704,yes,no,,6,jun,447,2,0,no
30,technician,single,tertiary,no,11619,yes,no,cellular,21,aug,239,8,0,no
32,blue-collar,single,secondary,no,4916,yes,no,cellular,11,may,426,1,0,no
40,management,single,tertiary,no,6509,no,no,cellular,12,may,333,1,3,no
31,self-employed,married,tertiary,no,6134,no,no,cellular,6,feb,174,2,0,no
36,technician,married,secondary,no,5146,yes,yes,,15,may,284,2,0,no
33,management,single,tertiary,no,14449,yes,no,cellular,8,may,428,1,0,no
57,retired,married,secondary,no,5374,yes,yes,cellular,16,jul,236,1,0,no
45,technician,married,secondary,no,5088,no,no,cellular,29,aug,150,2,0,no
59,management,married,tertiary,no,7764,no,no,cellular,24,dec,237,1,2,no
30,management,single,tertiary,no,5002,yes,yes,cellular,25,jul,1031,8,0,yes
33,technician,married,tertiary,no,13023,no,no,cellular,30,nov,107,1,3,no
52,blue-collar,married,secondary,no,5289,yes,no,,21,may,45,13,0,no
83,retired,married,secondary,no,5000,no,no,cellular,18,mar,140,10,0,no
58,self-employed,divorced,tertiary,no,6382,no,no,,9,jun,700,1,0,yes
33,management,divorced,tertiary,yes,5280,no,yes,cellular,18,nov,155,1,0,no
41,blue-collar,divorced,primary,no,7195,yes,no,,3,jun,211,5,0,no
31,self-employed,married,secondary,no,5033,no,no,cellular,6,aug,165,4,0,no
35,blue-collar,divorced,secondary,no,5275,no,yes,cellular,10,jul,144,5,0,no
27,management,single,tertiary,no,5703,yes,no,,5,jun,590,3,0,yes
57,admin.,divorced,,no,5887,no,no,,20,jun,43,8,0,no
56,blue-collar,married,,no,5000,no,no,,20,jun,471,2,0,no
53,admin.,single,secondary,no,6178,yes,no,,15,may,295,2,0,no
39,management,married,tertiary,no,7763,yes,no,,2,jun,526,2,0,yes
32,entrepreneur,single,tertiary,no,5890,yes,yes,cellular,28,aug,27,10,0,no
